scenario_id,p,config,seed,spawned,passed,pass_rate,avg_travel_time,avg_gate_wait,throughput_active,W1_avg,W1_pk,W2_avg,W2_pk
p80_cfg3_s44,0.8,3,44,807,807,1.0,52.33964613368284,20.136679058240386,1.4466254369454155,0.42160588174881747,0.8959276018099548,0.3080872913992298,0.6909090909090909
p80_cfg3_s46,0.8,3,46,811,811,1.0,52.419635890767246,20.194574599260164,1.4483436021073308,0.4086892444108816,0.8778280542986425,0.2894191595856129,0.6545454545454545
p80_cfg3_s45,0.8,3,45,857,857,1.0,55.30484848484849,21.965460910151677,1.555636231620984,0.44491479369147247,0.8868778280542986,0.30137938525035296,0.5818181818181818
p80_cfg4_s42,0.8,4,42,794,794,1.0,47.117884130982375,9.721599496221653,1.5316358024691359,0.31339269899035443,0.7692307692307693,0.35291806958473626,0.6181818181818182
p80_cfg4_s43,0.8,4,43,823,823,1.0,46.89210206561362,9.396415552855398,1.5779886875659095,0.3432174833927024,0.7692307692307693,0.38312075983717775,0.8
p80_cfg4_s44,0.8,4,44,807,807,1.0,48.00090090090091,11.612391573729854,1.5030731979884522,0.38197323038952,0.9411764705882353,0.36296503496503496,0.7272727272727273
p80_cfg4_s45,0.8,4,45,857,857,1.0,49.125768321513014,9.989789964994158,1.6160663775221573,0.35855079650405997,0.8054298642533937,0.4267077555213148,0.7272727272727273
p80_cfg4_s46,0.8,4,46,811,811,1.0,48.16284810126584,11.228914919852027,1.515321375186846,0.3448638220786248,0.8416289592760181,0.3641791044776119,0.7272727272727273
p80_cfg5_s42,0.8,5,42,794,794,1.0,48.3500629722922,4.794521410579337,1.523846080030707,0.24276544249184467,0.6153846153846154,0.6489748549323017,1.5272727272727273
p80_cfg5_s43,0.8,5,43,823,823,1.0,48.43308913308914,5.416646415552848,1.6060103424724361,0.29950168967294805,0.6244343891402715,0.6906650396583283,1.5636363636363637
p80_cfg5_s44,0.8,5,44,807,807,1.0,47.40223499361432,5.481846344485739,1.5412528647822765,0.2988238921281477,0.6968325791855203,0.6635977883502636,1.4545454545454546
p80_cfg5_s45,0.8,5,45,857,857,1.0,48.923067776456605,5.399999999999991,1.6499807470157875,0.29544645261027785,0.6425339366515838,0.7059216013344454,1.490909090909091
p80_cfg5_s46,0.8,5,46,811,811,1.0,47.538874841972195,5.654069050554865,1.5494841421474972,0.28477357171761764,0.6787330316742082,0.6594707885774169,1.6363636363636365
p80_cfg6_s42,0.8,6,42,794,793,0.9987405541561712,48.13580481622307,7.528274559193951,1.4014650075015442,0.20273383504837966,0.5429864253393665,0.47751073957970513,1.2
p80_cfg6_s43,0.8,6,43,823,822,0.9987849331713244,48.94545454545455,7.472843256379095,1.4577982463909307,0.22347814163670943,0.6063348416289592,0.569475433183005,1.2727272727272727
p80_cfg6_s44,0.8,6,44,807,790,0.9789343246592317,46.96135483870968,6.467383059418451,1.400247831474597,0.22898485411350583,0.5520361990950227,0.5122322703474536,1.2727272727272727
p80_cfg6_s45,0.8,6,45,857,841,0.9813302217036173,48.96700721153847,8.489311163895481,1.4976876556385628,0.25067192869050453,0.6334841628959276,0.501068870523416,1.309090909090909
p80_cfg6_s46,0.8,6,46,811,802,0.9889025893958077,47.65076824583867,8.35666251556662,1.4191040028276045,0.2231299579106532,0.6425339366515838,0.4846842812360054,1.3818181818181818
