scenario_id,p,config,seed,spawned,passed,avg_travel_time,p95_travel_time,n_completed,avg_gate_wait,p95_gate_wait,avg_post_gate,p95_post_gate,avg_esc_wait_precise,p95_esc_wait_precise,n_esc_precise,n_exit1,n_exit4,exit1_share,zone1_avg_density,zone1_max_density,zone2_avg_density,zone2_max_density,zone3a_avg_density,zone3a_max_density,zone3b_avg_density,zone3b_max_density,zone3c_avg_density,zone3c_max_density,zone4a_avg_density,zone4a_max_density,zone4b_avg_density,zone4b_max_density,zone4c_avg_density,zone4c_max_density
p30_cfg4_s45,0.3,4,45,857,834,56.22373300370828,98.19999999999995,809,28.231997607655497,77.5125,23.446600741656376,33.43000000000003,19.66447044334976,29.517499999999995,812,320,489,0.39555006180469715,0.06361333333333333,0.1328,1.5541666666666667,3.642857142857143,0.3586805555555555,1.0,0.1277777777777778,1.3333333333333333,0.03111111111111111,0.06666666666666667,0.5989583333333334,1.375,0.5222222222222223,1.8333333333333333,0.04805555555555555,0.06666666666666667
p30_cfg5_s44,0.3,5,44,807,636,91.64056000000001,195.26,625,69.17029780564263,184.44749999999996,20.96544000000001,24.740000000000002,17.141600000000007,21.03999999999999,625,303,322,0.4848,0.0997,0.2096,3.616369047619048,7.785714285714286,0.33888888888888885,0.8333333333333334,0.07916666666666666,0.8333333333333334,0.029444444444444443,0.06666666666666667,0.36423611111111115,0.9583333333333334,0.11388888888888889,1.1666666666666667,0.0275,0.06666666666666667
p30_cfg5_s42,0.3,5,42,794,681,90.6292537313433,192.95250000000001,670,65.72507331378299,173.11249999999993,21.197985074626875,26.52750000000001,17.46316964285715,23.22249999999999,672,330,340,0.4925373134328358,0.09509333333333332,0.1624,3.3217261904761908,5.607142857142857,0.375,0.875,0.07222222222222223,0.5,0.03138888888888889,0.06666666666666667,0.38819444444444445,1.125,0.14166666666666666,1.3333333333333333,0.03166666666666666,0.06666666666666667
p30_cfg5_s43,0.3,5,43,823,658,100.98705148205929,213.85000000000002,641,80.17389984825495,205.57000000000005,20.51630265210609,24.75,16.80693146417446,21.144999999999975,642,306,335,0.47737909516380655,0.11590666666666666,0.2064,4.326488095238095,7.642857142857143,0.34861111111111115,0.7916666666666666,0.049999999999999996,0.6666666666666666,0.029722222222222223,0.06666666666666667,0.37222222222222223,1.0,0.09444444444444444,1.6666666666666667,0.03222222222222222,0.06666666666666667
p30_cfg5_s45,0.3,5,45,857,651,93.37641509433963,197.53750000000008,636,71.83926380368098,196.50749999999988,20.85511006289309,25.75,17.065777080062798,22.259999999999994,637,306,330,0.4811320754716981,0.11407333333333333,0.2368,4.231547619047619,9.0,0.3506944444444444,0.7916666666666666,0.06944444444444445,0.6666666666666666,0.029166666666666667,0.06666666666666667,0.3690972222222222,1.0416666666666667,0.12638888888888888,1.1666666666666667,0.0325,0.06666666666666667
p30_cfg4_s46,0.3,4,46,811,781,54.98120893561105,105.65000000000002,761,27.917984693877546,84.7775,22.227529566360065,29.099999999999994,18.443979057591633,25.18500000000004,764,305,456,0.4007884362680683,0.05888666666666667,0.1272,1.4651785714285714,3.7857142857142856,0.34722222222222227,0.8333333333333334,0.07638888888888888,1.3333333333333333,0.0275,0.06666666666666667,0.5395833333333333,1.1666666666666667,0.3458333333333334,1.6666666666666667,0.04277777777777778,0.06666666666666667
p30_cfg5_s46,0.3,5,46,811,666,95.6573506891271,196.48000000000002,653,70.98645209580837,177.12499999999997,20.98621745788668,25.51,17.226987767584106,22.01750000000001,654,318,335,0.4869831546707504,0.10061333333333333,0.1832,3.6098214285714287,6.642857142857143,0.3638888888888889,0.9583333333333334,0.10416666666666667,1.1666666666666667,0.029722222222222223,0.06666666666666667,0.3670138888888889,0.9583333333333334,0.13472222222222222,1.3333333333333333,0.03194444444444445,0.06666666666666667
p30_cfg6_s44,0.3,6,44,807,458,117.52533333333335,345.7325000000001,450,92.5495642701525,332.59999999999985,20.241888888888898,24.25,16.66685144124169,20.75,451,141,309,0.31333333333333335,0.16455333333333333,0.3328,6.360119047619048,13.0,0.14965277777777777,0.7916666666666666,0.034722222222222224,0.5,0.014166666666666666,0.06666666666666667,0.34791666666666665,0.7916666666666666,0.07083333333333333,0.6666666666666666,0.029444444444444443,0.06666666666666667
p30_cfg6_s42,0.3,6,42,794,424,134.09424460431654,388.51000000000005,417,105.28529411764706,351.18999999999994,20.083333333333343,23.7,16.465311004784695,20.199999999999996,418,119,298,0.2853717026378897,0.19005999999999998,0.3376,7.444345238095238,13.821428571428571,0.12847222222222224,0.5416666666666666,0.012499999999999999,0.16666666666666666,0.010833333333333334,0.06666666666666667,0.33819444444444446,0.875,0.05416666666666667,0.6666666666666666,0.02777777777777778,0.06666666666666667
p30_cfg6_s43,0.3,6,43,823,455,118.08897550111361,348.66,449,91.790899122807,326.86249999999995,19.96570155902005,23.979999999999993,16.383184855233857,20.29999999999999,449,141,308,0.31403118040089084,0.18237333333333333,0.344,7.110416666666667,13.785714285714286,0.14965277777777777,0.6666666666666666,0.018055555555555557,0.3333333333333333,0.012777777777777779,0.06666666666666667,0.3385416666666667,0.9583333333333334,0.0638888888888889,0.8333333333333334,0.029166666666666667,0.06666666666666667
p30_cfg6_s46,0.3,6,46,811,449,122.68434684684686,361.37249999999983,444,95.61066666666667,338.23749999999995,19.956756756756764,24.30000000000006,16.356741573033712,20.89000000000003,445,140,304,0.3153153153153153,0.17517333333333335,0.3304,6.818154761904762,13.321428571428571,0.15208333333333332,0.7916666666666666,0.022222222222222223,0.3333333333333333,0.013333333333333334,0.06666666666666667,0.3361111111111111,0.7083333333333334,0.04861111111111111,0.5,0.030555555555555555,0.06666666666666667
p30_cfg6_s45,0.3,6,45,857,469,119.62082429501083,362.5,461,93.12382978723403,338.98249999999996,20.435466377440356,24.94999999999999,16.890800865800873,21.450000000000042,462,144,317,0.3123644251626898,0.18459333333333333,0.3616,7.128869047619047,14.392857142857142,0.15555555555555556,0.8333333333333334,0.0375,0.6666666666666666,0.014722222222222222,0.06666666666666667,0.3524305555555556,0.9166666666666666,0.10694444444444445,0.8333333333333334,0.03111111111111111,0.06666666666666667
p50_cfg1_s42,0.5,1,42,794,731,75.35251396648044,188.2375,716,42.16053351573186,148.49999999999997,26.950000000000017,37.700000000000045,23.05969316596932,34.07000000000004,717,217,499,0.30307262569832405,0.07984,0.1408,2.222916666666667,3.892857142857143,0.2489583333333333,0.9166666666666666,0.05833333333333333,0.6666666666666666,0.021111111111111112,0.06666666666666667,0.7447916666666666,1.3333333333333333,0.5861111111111111,1.8333333333333333,0.04694444444444445,0.06666666666666667
p50_cfg1_s44,0.5,1,44,807,690,79.45445103857568,198.935,674,49.29681620839362,171.17499999999995,26.050445103857577,36.55000000000001,22.21703703703704,32.664999999999985,675,196,478,0.29080118694362017,0.09004,0.1944,2.7386904761904765,5.857142857142857,0.22083333333333333,0.9166666666666666,0.07916666666666666,1.1666666666666667,0.019444444444444445,0.06666666666666667,0.6902777777777778,1.4166666666666667,0.5013888888888889,2.0,0.04472222222222222,0.06666666666666667
