time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,7,0,0,0
35.0,16,4,0,0
40.0,33,5,0,0
45.0,56,8,0,0
50.0,76,17,1,1
55.0,92,28,1,0
60.0,108,32,1,1
65.0,121,39,0,1
70.0,129,60,1,1
75.0,129,66,0,1
80.0,118,62,1,1
85.0,108,55,1,1
90.0,96,48,1,1
95.0,85,36,1,1
100.0,73,24,1,1
105.0,61,14,1,1
110.0,51,2,1,1
115.0,44,0,1,1
120.0,33,0,1,1
125.0,21,0,0,1
130.0,10,0,0,1
135.0,3,0,0,1
140.0,0,0,0,0
145.0,0,0,0,0
150.0,0,0,0,0
155.0,0,0,0,0
160.0,0,0,0,0
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,4,0,0,0
185.0,21,4,0,0
190.0,41,11,0,0
195.0,63,15,0,0
200.0,84,20,0,1
205.0,103,30,1,1
210.0,115,32,0,1
215.0,126,33,0,1
220.0,142,44,1,1
225.0,139,50,1,1
230.0,128,56,1,1
235.0,119,50,1,1
240.0,107,37,1,1
245.0,98,22,1,1
250.0,87,16,1,1
255.0,79,6,1,1
260.0,68,0,1,1
265.0,57,0,1,1
270.0,46,0,1,1
275.0,35,0,1,1
280.0,23,0,0,1
285.0,17,0,0,1
290.0,11,0,0,1
295.0,6,0,0,1
