time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,0,0,0
35.0,19,5,0,0
40.0,38,5,0,0
45.0,63,17,0,0
50.0,83,24,1,0
55.0,100,38,1,0
60.0,116,71,0,1
65.0,127,97,1,1
70.0,142,114,1,0
75.0,151,119,0,1
80.0,150,116,1,1
85.0,144,112,0,1
90.0,135,104,1,0
95.0,125,97,1,1
100.0,115,89,1,1
105.0,105,81,1,1
110.0,94,72,0,1
115.0,89,66,1,1
120.0,80,59,1,1
125.0,74,51,1,1
130.0,65,41,1,0
135.0,60,32,1,1
140.0,50,22,1,1
145.0,43,15,0,1
150.0,33,7,1,1
155.0,28,2,1,1
160.0,18,0,0,0
165.0,9,0,1,1
170.0,3,0,1,0
175.0,0,0,0,0
180.0,7,0,0,0
185.0,29,5,0,0
190.0,51,14,0,0
195.0,72,24,0,0
200.0,95,39,0,1
205.0,114,67,1,1
210.0,126,96,1,0
215.0,145,115,1,0
220.0,157,132,1,1
225.0,165,136,0,0
230.0,165,136,0,1
235.0,160,129,1,1
240.0,155,123,1,1
245.0,143,116,0,1
250.0,135,106,1,1
255.0,125,100,1,1
260.0,115,92,1,0
265.0,111,84,0,0
270.0,102,75,1,1
275.0,92,68,1,1
280.0,84,61,1,0
285.0,76,53,1,0
290.0,71,44,0,1
295.0,61,36,1,1
