time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,1,0,0
35.0,23,3,0,0
40.0,42,5,0,0
45.0,65,14,0,0
50.0,90,22,0,1
55.0,105,28,0,1
60.0,118,32,1,0
65.0,134,40,1,1
70.0,146,53,1,1
75.0,152,54,1,1
80.0,149,66,1,1
85.0,134,59,1,1
90.0,126,46,1,1
95.0,112,32,1,1
100.0,101,16,1,1
105.0,91,6,1,1
110.0,83,2,1,1
115.0,70,0,1,1
120.0,60,0,1,1
125.0,48,0,1,1
130.0,36,0,1,1
135.0,24,0,0,1
140.0,19,0,0,1
145.0,13,0,0,1
150.0,7,0,0,1
155.0,1,0,0,1
160.0,0,0,0,0
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,8,1,0,0
185.0,22,2,0,0
190.0,42,9,0,0
195.0,68,17,1,0
200.0,86,21,1,0
205.0,104,26,1,0
210.0,116,37,1,1
215.0,133,48,1,1
220.0,145,60,1,1
225.0,145,69,1,1
230.0,137,73,1,1
235.0,128,65,1,1
240.0,118,47,1,1
245.0,105,34,1,1
250.0,96,25,1,1
255.0,84,18,1,1
260.0,73,8,1,1
265.0,64,1,1,1
270.0,53,0,1,1
275.0,41,0,1,1
280.0,30,0,0,1
285.0,22,0,0,1
290.0,17,0,0,1
295.0,11,0,0,1
