time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,7,0,0,0
35.0,16,4,0,0
40.0,33,7,0,0
45.0,58,13,0,0
50.0,77,19,0,0
55.0,96,29,1,0
60.0,113,36,0,1
65.0,131,49,0,1
70.0,133,52,1,1
75.0,130,55,1,1
80.0,123,60,1,1
85.0,116,64,1,1
90.0,108,63,1,1
95.0,100,59,1,1
100.0,89,57,1,1
105.0,80,54,0,1
110.0,73,51,0,1
115.0,67,48,0,1
120.0,62,45,0,1
125.0,57,42,0,1
130.0,53,39,0,0
135.0,51,37,0,1
140.0,47,34,0,0
145.0,44,31,0,1
150.0,40,28,0,0
155.0,39,25,0,1
160.0,34,22,0,0
165.0,31,19,0,0
170.0,29,17,0,0
175.0,26,14,0,0
180.0,28,12,0,1
185.0,40,11,0,0
190.0,60,24,0,0
195.0,79,30,0,1
200.0,98,42,0,0
205.0,116,44,1,1
210.0,133,58,1,1
215.0,141,69,0,1
220.0,153,74,1,1
225.0,153,88,1,1
230.0,144,88,0,1
235.0,139,81,1,1
240.0,129,73,1,1
245.0,121,71,1,1
250.0,108,69,1,1
255.0,99,64,1,1
260.0,90,61,0,1
265.0,84,58,0,1
270.0,78,56,0,1
275.0,72,53,0,1
280.0,65,50,0,0
285.0,62,47,0,1
290.0,60,44,0,1
295.0,55,41,0,1
