time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,9,0,0,0
35.0,28,5,0,0
40.0,48,12,0,0
45.0,74,19,0,0
50.0,91,27,0,0
55.0,107,34,1,1
60.0,121,53,1,1
65.0,136,79,1,1
70.0,140,98,0,1
75.0,139,99,1,1
80.0,130,91,1,1
85.0,124,86,1,0
90.0,116,78,1,1
95.0,105,67,0,1
100.0,97,59,0,1
105.0,87,49,1,1
110.0,76,39,1,1
115.0,66,27,1,1
120.0,55,16,1,1
125.0,46,7,1,1
130.0,39,3,1,1
135.0,28,0,1,1
140.0,20,0,1,1
145.0,10,0,0,1
150.0,4,0,0,1
155.0,0,0,0,0
160.0,0,0,0,0
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,6,1,0,0
185.0,22,2,0,0
190.0,42,10,0,0
195.0,63,17,1,0
200.0,82,24,0,0
205.0,103,35,1,0
210.0,115,55,1,1
215.0,130,79,1,1
220.0,143,101,1,1
225.0,144,101,1,1
230.0,138,94,1,1
235.0,129,88,1,1
240.0,124,83,0,1
245.0,113,75,1,1
250.0,106,67,1,1
255.0,97,59,1,1
260.0,85,50,0,1
265.0,76,38,1,1
270.0,67,29,0,1
275.0,58,20,1,1
280.0,47,9,0,1
285.0,42,4,1,1
290.0,31,0,0,1
295.0,24,0,0,1
