time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,0,0,0
35.0,18,5,0,0
40.0,39,7,0,0
45.0,62,10,0,0
50.0,82,19,1,0
55.0,99,28,1,0
60.0,115,45,1,1
65.0,130,62,1,1
70.0,143,77,1,1
75.0,145,77,1,1
80.0,141,75,1,1
85.0,131,64,1,1
90.0,122,54,1,1
95.0,114,49,1,1
100.0,101,43,1,1
105.0,89,37,1,1
110.0,77,32,1,1
115.0,66,26,0,1
120.0,56,20,1,1
125.0,47,14,0,1
130.0,40,9,1,1
135.0,30,3,0,1
140.0,25,0,1,1
145.0,19,0,1,1
150.0,13,0,1,1
155.0,7,0,0,1
160.0,2,0,0,1
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,7,0,0,0
185.0,28,1,0,0
190.0,50,13,0,0
195.0,71,22,1,0
200.0,88,35,0,0
205.0,110,49,1,0
210.0,125,58,1,1
215.0,135,71,1,1
220.0,149,72,1,1
225.0,154,83,1,1
230.0,146,83,1,1
235.0,138,71,1,1
240.0,127,58,1,1
245.0,118,44,1,1
250.0,107,32,1,1
255.0,97,24,1,1
260.0,87,17,1,1
265.0,75,11,1,1
270.0,63,5,1,1
275.0,52,0,1,1
280.0,43,0,1,1
285.0,31,0,1,1
290.0,20,0,0,1
295.0,12,0,1,1
