time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,1,0,0,0
30.0,5,0,0,0
35.0,23,2,0,0
40.0,48,13,0,0
45.0,72,15,0,0
50.0,92,19,0,0
55.0,109,31,0,1
60.0,128,39,0,1
65.0,144,44,0,1
70.0,160,47,1,1
75.0,174,56,1,1
80.0,172,63,1,1
85.0,159,71,1,1
90.0,153,74,0,1
95.0,145,81,0,1
100.0,138,88,0,1
105.0,132,95,0,1
110.0,126,103,0,1
115.0,122,110,0,0
120.0,118,108,0,0
125.0,116,105,0,1
130.0,113,102,0,1
135.0,110,99,0,1
140.0,107,96,0,0
145.0,105,94,0,1
150.0,102,91,0,1
155.0,98,88,0,0
160.0,95,85,0,0
165.0,92,82,0,0
170.0,89,79,0,0
175.0,86,76,0,0
180.0,89,77,0,0
185.0,99,85,0,0
190.0,119,92,0,0
195.0,135,100,0,0
200.0,157,109,0,0
205.0,173,115,0,0
210.0,193,122,1,0
215.0,210,132,0,1
220.0,222,141,1,1
225.0,235,148,0,1
230.0,232,156,1,1
235.0,227,157,1,0
240.0,220,163,1,1
245.0,210,169,0,1
250.0,202,177,1,1
255.0,193,179,0,1
260.0,186,176,0,0
265.0,183,173,0,0
270.0,181,170,0,0
275.0,179,167,0,0
280.0,177,165,0,0
285.0,176,162,0,1
290.0,171,159,0,1
295.0,167,156,0,0
