time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,1,0,0,0
30.0,5,0,0,0
35.0,23,2,0,0
40.0,48,11,0,0
45.0,70,20,0,0
50.0,91,29,0,1
55.0,108,45,0,0
60.0,126,62,0,1
65.0,140,72,1,0
70.0,159,88,0,1
75.0,168,100,1,1
80.0,165,117,1,1
85.0,154,110,1,1
90.0,145,105,1,1
95.0,136,99,1,1
100.0,125,94,0,1
105.0,117,89,0,1
110.0,107,83,0,1
115.0,101,77,1,1
120.0,96,72,1,1
125.0,89,66,0,1
130.0,81,60,0,1
135.0,76,54,1,1
140.0,71,49,0,0
145.0,65,43,0,0
150.0,60,37,1,0
155.0,54,32,0,1
160.0,49,26,1,0
165.0,41,20,1,0
170.0,35,14,1,0
175.0,30,9,0,1
180.0,29,3,0,0
185.0,37,3,0,0
190.0,53,10,1,0
195.0,69,14,0,0
200.0,88,26,1,0
205.0,105,42,1,0
210.0,119,56,1,1
215.0,133,71,1,0
220.0,149,86,1,1
225.0,159,99,0,1
230.0,155,114,1,1
235.0,153,115,1,1
240.0,144,109,1,1
245.0,132,103,1,1
250.0,123,98,1,1
255.0,113,92,0,1
260.0,107,86,0,1
265.0,102,80,1,1
270.0,96,75,0,1
275.0,90,69,0,0
280.0,84,63,0,1
285.0,80,58,1,0
290.0,74,52,0,0
295.0,68,46,0,0
