time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,7,0,0,0
35.0,16,5,0,0
40.0,36,7,0,0
45.0,57,11,0,0
50.0,76,15,0,1
55.0,92,19,0,0
60.0,108,29,1,1
65.0,120,38,1,1
70.0,127,52,0,1
75.0,126,60,1,1
80.0,113,57,0,1
85.0,106,49,0,1
90.0,99,39,1,1
95.0,90,33,1,1
100.0,79,30,1,1
105.0,67,27,0,1
110.0,57,24,0,1
115.0,51,21,0,1
120.0,45,18,0,1
125.0,39,15,0,1
130.0,34,13,0,1
135.0,28,10,0,1
140.0,22,7,0,0
145.0,19,4,0,1
150.0,16,1,0,1
155.0,13,0,0,0
160.0,11,0,0,1
165.0,7,0,0,0
170.0,4,0,0,0
175.0,2,0,0,0
180.0,4,0,0,0
185.0,22,4,0,0
190.0,42,8,0,0
195.0,66,16,1,0
200.0,84,21,1,1
205.0,100,32,1,0
210.0,115,44,1,1
215.0,127,54,1,1
220.0,138,65,1,1
225.0,138,72,1,1
230.0,130,66,1,1
235.0,119,56,1,1
240.0,107,42,1,1
245.0,104,34,1,1
250.0,93,28,1,1
255.0,80,25,1,1
260.0,68,22,1,1
265.0,56,19,0,1
270.0,50,16,0,1
275.0,44,13,0,1
280.0,39,11,0,1
285.0,34,8,0,1
290.0,26,5,0,1
295.0,20,2,0,1
