time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,1,0,0,0
30.0,5,0,0,0
35.0,23,2,0,0
40.0,49,12,0,0
45.0,71,16,0,0
50.0,91,19,0,0
55.0,113,28,0,1
60.0,131,33,0,1
65.0,153,41,0,1
70.0,166,46,0,1
75.0,183,57,1,1
80.0,180,59,0,1
85.0,171,67,1,1
90.0,167,73,0,1
95.0,163,81,0,1
100.0,157,88,0,1
105.0,152,94,0,1
110.0,147,102,0,1
115.0,143,109,0,1
120.0,139,116,0,1
125.0,137,123,0,1
130.0,133,122,0,0
135.0,130,119,0,0
140.0,127,116,0,0
145.0,126,114,0,1
150.0,122,111,0,0
155.0,118,108,0,0
160.0,116,105,0,1
165.0,114,102,0,1
170.0,110,99,0,1
175.0,107,96,0,0
180.0,110,98,0,0
185.0,120,105,0,0
190.0,140,112,0,0
195.0,161,121,0,1
200.0,180,128,0,1
205.0,197,136,1,0
210.0,218,140,0,1
215.0,236,150,1,1
220.0,254,156,0,1
225.0,267,165,0,1
230.0,267,174,1,1
235.0,267,177,0,1
240.0,262,184,0,0
245.0,253,190,1,1
250.0,246,198,0,0
255.0,245,205,0,1
260.0,240,212,0,0
265.0,237,219,0,1
270.0,232,221,0,0
275.0,230,218,0,1
280.0,227,216,0,0
285.0,224,213,0,0
290.0,221,210,0,1
295.0,217,207,0,0
