time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,1,0,0
35.0,24,5,0,0
40.0,45,8,0,0
45.0,69,14,0,0
50.0,84,16,1,1
55.0,102,26,1,1
60.0,116,36,0,1
65.0,131,55,1,1
70.0,142,69,1,1
75.0,151,81,0,1
80.0,142,75,1,1
85.0,131,60,1,1
90.0,124,49,1,1
95.0,113,41,1,1
100.0,101,30,1,1
105.0,88,18,1,1
110.0,77,7,1,1
115.0,68,0,1,1
120.0,56,0,1,1
125.0,44,0,1,1
130.0,32,0,1,1
135.0,20,0,1,1
140.0,10,0,0,1
145.0,4,0,0,1
150.0,0,0,0,0
155.0,0,0,0,0
160.0,0,0,0,0
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,8,1,0,0
185.0,21,3,0,0
190.0,44,8,0,0
195.0,66,14,0,0
200.0,85,20,1,0
205.0,101,26,1,1
210.0,117,37,1,1
215.0,131,47,1,1
220.0,140,61,1,1
225.0,139,78,1,1
230.0,132,66,1,1
235.0,122,54,1,1
240.0,112,40,1,1
245.0,103,32,1,1
250.0,95,20,1,1
255.0,80,9,1,1
260.0,70,0,1,1
265.0,59,0,1,1
270.0,48,0,1,1
275.0,37,0,1,1
280.0,25,0,1,1
285.0,13,0,1,1
290.0,5,0,0,1
295.0,0,0,0,0
