time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,0,0,0
35.0,19,5,0,0
40.0,39,7,0,0
45.0,63,10,0,0
50.0,83,20,1,0
55.0,97,25,1,1
60.0,114,38,1,1
65.0,125,59,1,1
70.0,138,79,1,1
75.0,141,82,1,1
80.0,137,75,1,1
85.0,129,63,1,1
90.0,121,58,1,1
95.0,110,48,1,1
100.0,98,39,1,1
105.0,88,31,1,1
110.0,78,22,0,1
115.0,68,13,1,1
120.0,57,4,0,1
125.0,52,0,0,1
130.0,45,0,1,1
135.0,35,0,0,1
140.0,26,0,1,1
145.0,19,0,0,1
150.0,13,0,0,1
155.0,7,0,0,1
160.0,1,0,0,1
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,7,0,0,0
185.0,28,6,0,0
190.0,48,11,0,0
195.0,71,20,0,0
200.0,91,25,1,0
205.0,107,41,1,1
210.0,119,61,1,1
215.0,131,76,1,1
220.0,145,80,1,1
225.0,149,85,1,1
230.0,141,74,1,1
235.0,134,65,1,1
240.0,128,54,1,1
245.0,117,47,1,1
250.0,105,38,1,1
255.0,93,29,1,1
260.0,81,20,1,1
265.0,70,12,1,1
270.0,62,4,1,1
275.0,51,0,0,1
280.0,45,0,0,1
285.0,37,0,1,1
290.0,27,0,0,1
295.0,19,0,0,1
