time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,1,0,0,0
30.0,5,0,0,0
35.0,24,2,0,0
40.0,46,10,0,0
45.0,66,16,0,0
50.0,89,23,0,0
55.0,105,32,0,0
60.0,122,38,0,1
65.0,135,47,1,1
70.0,146,72,1,1
75.0,156,95,1,1
80.0,150,92,1,1
85.0,142,85,1,1
90.0,132,76,1,1
95.0,125,72,1,1
100.0,112,65,1,1
105.0,99,58,1,1
110.0,90,53,1,1
115.0,78,44,1,1
120.0,69,37,1,1
125.0,59,30,0,1
130.0,50,22,0,1
135.0,40,16,1,1
140.0,32,9,0,1
145.0,22,4,0,1
150.0,17,0,1,1
155.0,11,0,1,0
160.0,4,0,1,0
165.0,2,0,0,1
170.0,0,0,0,0
175.0,0,0,0,0
180.0,5,0,0,0
185.0,16,4,0,0
190.0,38,9,0,0
195.0,60,13,1,0
200.0,81,21,1,0
205.0,96,26,0,1
210.0,109,26,1,1
215.0,123,34,1,1
220.0,141,58,1,1
225.0,148,80,1,1
230.0,144,83,1,1
235.0,136,71,1,1
240.0,125,61,1,1
245.0,113,52,1,1
250.0,104,45,1,2
255.0,90,37,1,1
260.0,77,29,1,1
265.0,67,23,1,1
270.0,56,14,1,1
275.0,44,7,1,1
280.0,34,0,0,1
285.0,27,0,1,1
290.0,18,0,0,1
295.0,9,0,1,1
