time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,1,0,0,0
30.0,5,0,0,0
35.0,24,2,0,0
40.0,45,12,0,0
45.0,69,19,0,0
50.0,89,28,0,0
55.0,110,43,1,0
60.0,127,69,0,1
65.0,139,88,1,1
70.0,152,98,1,1
75.0,160,106,1,1
80.0,157,103,1,1
85.0,148,94,1,1
90.0,138,87,1,1
95.0,130,85,1,1
100.0,119,78,1,1
105.0,108,71,1,1
110.0,100,65,0,1
115.0,93,60,1,1
120.0,88,56,1,1
125.0,75,48,0,1
130.0,68,44,1,1
135.0,60,39,0,1
140.0,53,32,1,1
145.0,44,24,0,1
150.0,37,17,0,1
155.0,32,11,0,1
160.0,25,5,0,0
165.0,20,1,0,1
170.0,13,0,0,0
175.0,8,0,0,1
180.0,9,0,0,1
185.0,16,3,0,0
190.0,37,7,0,0
195.0,62,15,0,0
200.0,79,22,0,1
205.0,97,38,0,0
210.0,114,55,0,1
215.0,130,78,0,1
220.0,144,87,1,1
225.0,155,98,1,1
230.0,148,96,1,1
235.0,142,92,1,1
240.0,130,85,1,1
245.0,119,79,1,1
250.0,108,73,1,1
255.0,97,65,0,1
260.0,89,59,0,1
265.0,83,55,1,1
270.0,75,49,1,1
275.0,64,42,0,1
280.0,57,38,1,1
285.0,50,30,0,1
290.0,46,23,0,1
295.0,37,16,0,1
