time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,0,0,0
35.0,18,3,0,0
40.0,40,9,0,0
45.0,63,17,0,0
50.0,82,23,1,0
55.0,101,36,0,1
60.0,119,44,1,1
65.0,136,66,0,1
70.0,148,75,1,1
75.0,151,86,1,1
80.0,143,85,1,1
85.0,134,76,1,1
90.0,124,66,1,1
95.0,112,57,1,1
100.0,101,48,1,1
105.0,89,37,1,1
110.0,79,28,1,1
115.0,69,17,1,1
120.0,58,9,0,1
125.0,48,1,1,1
130.0,40,0,1,1
135.0,32,0,0,1
140.0,24,0,1,1
145.0,16,0,0,1
150.0,10,0,0,1
155.0,5,0,0,1
160.0,0,0,0,0
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,7,0,0,0
185.0,29,4,0,0
190.0,49,13,0,0
195.0,69,18,0,0
200.0,91,24,1,0
205.0,110,34,0,1
210.0,126,51,1,1
215.0,137,69,1,1
220.0,150,100,1,1
225.0,155,105,1,1
230.0,148,99,0,1
235.0,140,87,1,1
240.0,131,77,0,1
245.0,122,69,1,1
250.0,110,60,1,1
255.0,99,51,1,1
260.0,88,40,1,1
265.0,76,30,1,1
270.0,66,19,1,1
275.0,54,11,1,1
280.0,45,4,1,1
285.0,38,0,1,1
290.0,31,0,1,1
295.0,24,0,0,1
