time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,9,0,0,0
35.0,27,5,0,0
40.0,50,11,0,0
45.0,71,13,0,0
50.0,92,20,1,1
55.0,103,30,0,1
60.0,119,32,1,1
65.0,130,44,0,0
70.0,141,59,1,1
75.0,137,61,1,1
80.0,127,56,1,1
85.0,121,41,1,1
90.0,112,35,1,1
95.0,101,28,1,1
100.0,90,22,1,1
105.0,77,16,1,1
110.0,67,9,1,1
115.0,54,4,1,1
120.0,44,0,0,1
125.0,37,0,0,1
130.0,30,0,0,1
135.0,22,0,0,1
140.0,16,0,0,1
145.0,11,0,0,1
150.0,5,0,0,1
155.0,0,0,0,0
160.0,0,0,0,0
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,6,1,0,0
185.0,21,5,0,0
190.0,43,7,0,0
195.0,64,13,1,0
200.0,83,18,1,1
205.0,102,25,0,1
210.0,115,33,1,0
215.0,129,40,1,1
220.0,141,50,1,1
225.0,140,51,1,1
230.0,134,53,1,1
235.0,124,45,1,1
240.0,118,34,1,1
245.0,109,31,1,1
250.0,97,26,1,1
255.0,88,21,1,1
260.0,75,14,1,1
265.0,63,9,1,1
270.0,54,4,1,1
275.0,42,0,1,1
280.0,36,0,0,1
285.0,27,0,0,1
290.0,20,0,0,1
295.0,14,0,0,1
