agent_id,spawn_time,queue_enter_time,service_start_time,escalator_enter_time,sink_time,travel_time,gate_wait_time,post_gate_time,gate_idx,is_tagless,sink_side,serviced
39323,25.650000000000002,30.900000000000002,30.900000000000002,42.050000000000004,42.900000000000006,17.250000000000004,0.0,12.000000000000004,6,0,upper,1
39324,28.05,35.1,35.1,49.400000000000006,50.300000000000004,22.250000000000004,0.0,15.200000000000003,3,1,upper,1
39325,28.900000000000002,35.050000000000004,35.050000000000004,46.5,47.35,18.45,0.0,12.299999999999997,1,0,lower,1
39326,29.200000000000003,35.9,35.9,51.35,52.2,23.0,0.0,16.300000000000004,5,0,upper,1
39327,29.450000000000003,36.6,36.85,50.5,51.35,21.9,0.25,14.5,3,1,upper,1
39328,30.400000000000002,37.25,37.25,52.2,53.050000000000004,22.650000000000002,0.0,15.800000000000004,4,0,upper,1
39329,30.6,42.550000000000004,44.6,59.900000000000006,60.800000000000004,30.200000000000003,2.049999999999997,16.200000000000003,3,1,upper,1
39330,30.85,43.550000000000004,48.1,71.55,72.4,41.550000000000004,4.549999999999997,24.300000000000004,3,1,upper,1
39331,31.05,38.25,38.25,54.2,55.050000000000004,24.000000000000004,0.0,16.800000000000004,6,0,upper,1
39332,31.25,47.45,47.45,61.0,61.85,30.6,0.0,14.399999999999999,0,0,lower,1
39333,31.5,44.550000000000004,51.6,67.05,67.9,36.400000000000006,7.049999999999997,16.300000000000004,3,1,upper,1
39336,31.700000000000003,37.25,37.25,49.85,50.7,19.0,0.0,13.450000000000003,2,0,lower,1
39338,31.900000000000002,39.5,39.5,51.45,52.300000000000004,20.400000000000002,0.0,12.800000000000004,0,0,lower,1
39340,32.15,39.45,39.45,55.900000000000006,56.800000000000004,24.650000000000006,0.0,17.35,5,0,upper,1
39341,32.35,38.85,38.85,53.35,54.2,21.85,0.0,15.350000000000001,3,1,upper,1
39342,32.65,46.550000000000004,58.6,80.9,81.75,49.1,12.049999999999997,23.15,3,1,upper,1
39343,33.050000000000004,41.050000000000004,41.050000000000004,56.800000000000004,57.650000000000006,24.6,0.0,16.6,3,1,upper,1
39344,33.35,41.75,42.85,57.95,58.800000000000004,25.450000000000003,1.1000000000000014,15.950000000000003,3,1,upper,1
39345,33.65,48.150000000000006,48.150000000000006,61.85,62.7,29.050000000000004,0.0,14.549999999999997,1,0,lower,1
39347,34.0,39.150000000000006,39.150000000000006,53.050000000000004,53.900000000000006,19.900000000000006,0.0,14.75,1,0,lower,1
39349,34.25,40.400000000000006,41.25,58.800000000000004,59.650000000000006,25.400000000000006,0.8499999999999943,18.400000000000006,5,0,upper,1
