agent_id,spawn_time,queue_enter_time,service_start_time,escalator_enter_time,sink_time,travel_time,gate_wait_time,post_gate_time,gate_idx,is_tagless,sink_side,serviced
5212,25.650000000000002,30.900000000000002,30.900000000000002,42.050000000000004,42.900000000000006,17.250000000000004,0.0,12.000000000000004,6,0,upper,1
5213,28.05,34.65,34.65,49.400000000000006,50.300000000000004,22.250000000000004,0.0,15.650000000000006,5,0,upper,1
5214,28.900000000000002,35.95,35.95,47.150000000000006,48.050000000000004,19.150000000000002,0.0,12.100000000000001,0,0,lower,1
5215,29.200000000000003,36.15,37.6,54.050000000000004,54.900000000000006,25.700000000000003,1.4500000000000028,17.300000000000004,5,0,upper,1
5216,29.450000000000003,36.35,36.35,48.550000000000004,49.400000000000006,19.950000000000003,0.0,13.050000000000004,2,1,lower,1
5217,30.400000000000002,37.65,37.65,50.85,51.7,21.3,0.0,14.050000000000004,6,0,upper,1
5218,30.6,37.65,37.65,52.400000000000006,53.300000000000004,22.700000000000003,0.0,15.650000000000006,4,1,upper,1
5219,30.85,45.1,50.5,71.10000000000001,71.95,41.1,5.399999999999999,21.450000000000003,0,0,lower,1
5220,31.05,39.550000000000004,40.35,55.050000000000004,55.900000000000006,24.850000000000005,0.7999999999999972,15.550000000000004,1,0,lower,1
5221,31.25,40.0,40.0,57.050000000000004,57.900000000000006,26.650000000000006,0.0,17.900000000000006,0,0,lower,1
5222,31.5,43.6,44.650000000000006,64.55,65.4,33.900000000000006,1.0500000000000043,20.75,3,0,upper,1
5223,31.700000000000003,42.800000000000004,42.800000000000004,63.45,64.3,32.599999999999994,0.0,21.499999999999993,3,0,upper,1
5225,31.900000000000002,39.7,40.35,55.150000000000006,56.050000000000004,24.150000000000002,0.6499999999999986,15.700000000000003,5,0,upper,1
5226,32.15,43.75,46.2,68.9,69.75,37.6,2.450000000000003,23.549999999999997,6,0,upper,1
5227,32.35,39.550000000000004,39.650000000000006,56.050000000000004,56.900000000000006,24.550000000000004,0.10000000000000142,17.25,6,0,upper,1
5228,32.65,39.0,39.0,50.150000000000006,51.050000000000004,18.400000000000006,0.0,12.050000000000004,1,0,lower,1
5230,33.050000000000004,41.35,44.25,58.85,59.7,26.65,2.8999999999999986,15.450000000000003,0,0,lower,1
5231,33.35,40.25,43.7,56.95,57.800000000000004,24.450000000000003,3.450000000000003,14.100000000000001,5,0,upper,1
5232,33.65,44.35,44.35,58.0,58.85,25.200000000000003,0.0,14.5,1,0,lower,1
5233,34.0,42.150000000000006,42.150000000000006,57.800000000000004,58.650000000000006,24.650000000000006,0.0,16.5,6,0,upper,1
5234,34.25,41.150000000000006,41.150000000000006,54.150000000000006,55.050000000000004,20.800000000000004,0.0,13.899999999999999,2,1,lower,1
5235,34.45,43.300000000000004,48.0,62.45,63.300000000000004,28.85,4.699999999999996,15.300000000000004,5,0,upper,1
5236,34.65,45.550000000000004,48.2,67.7,68.55,33.9,2.6499999999999986,20.349999999999994,3,0,upper,1
5237,34.9,43.25,44.7,59.550000000000004,60.400000000000006,25.500000000000007,1.4500000000000028,15.700000000000003,6,0,upper,1
5238,35.1,45.2,48.150000000000006,60.25,61.1,26.0,2.950000000000003,12.949999999999996,1,0,lower,1
5240,35.300000000000004,43.35,47.2,62.150000000000006,63.050000000000004,27.75,3.8500000000000014,15.850000000000001,0,0,lower,1
5242,35.550000000000004,44.95,50.300000000000004,71.45,72.3,36.74999999999999,5.350000000000001,21.999999999999993,5,0,upper,1
5243,35.75,47.650000000000006,52.900000000000006,74.0,74.85000000000001,39.10000000000001,5.25,21.950000000000003,3,0,upper,1
5244,35.95,42.75,45.7,60.6,61.45,25.5,2.950000000000003,15.75,5,0,upper,1
5245,36.2,46.25,54.800000000000004,75.35000000000001,76.2,40.0,8.550000000000004,21.4,0,0,lower,1
5246,36.4,44.300000000000004,46.1,66.3,67.15,30.750000000000007,1.7999999999999972,21.050000000000004,3,0,upper,1
5247,36.6,46.95,52.85,72.3,73.15,36.550000000000004,5.899999999999999,20.300000000000004,6,0,upper,1
