time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,9,0,0,0
35.0,28,4,0,0
40.0,50,14,0,0
45.0,75,14,0,0
50.0,92,24,0,0
55.0,109,35,0,0
60.0,125,45,0,1
65.0,141,54,1,1
70.0,153,64,0,1
75.0,148,69,0,1
80.0,142,73,1,1
85.0,133,72,1,1
90.0,126,73,1,1
95.0,116,69,1,1
100.0,106,67,1,1
105.0,95,64,0,1
110.0,89,62,0,1
115.0,83,59,0,1
120.0,76,56,0,1
125.0,69,53,0,1
130.0,65,50,0,0
135.0,62,47,0,1
140.0,57,44,0,0
145.0,55,42,0,0
150.0,53,39,0,1
155.0,48,36,0,1
160.0,44,33,0,0
165.0,43,30,0,1
170.0,39,27,0,1
175.0,36,24,0,1
180.0,40,25,0,0
185.0,54,30,0,1
190.0,70,39,0,0
195.0,89,49,0,1
200.0,109,57,0,0
205.0,124,69,1,1
210.0,136,74,1,1
215.0,149,79,1,0
220.0,164,85,1,1
225.0,163,95,1,1
230.0,154,98,1,1
235.0,147,93,1,1
240.0,141,88,1,1
245.0,132,86,1,1
250.0,122,84,1,1
255.0,112,82,1,1
260.0,104,79,0,1
265.0,98,76,0,1
270.0,92,73,0,1
275.0,87,70,0,1
280.0,83,68,0,1
285.0,79,65,0,0
290.0,75,62,0,0
295.0,71,59,0,1
