time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,1,0,0,0
30.0,5,0,0,0
35.0,24,2,0,0
40.0,45,11,0,0
45.0,66,16,0,0
50.0,87,20,0,0
55.0,106,21,1,1
60.0,119,31,1,1
65.0,132,38,1,1
70.0,143,52,1,1
75.0,153,66,1,1
80.0,150,76,1,1
85.0,141,70,1,1
90.0,127,53,1,1
95.0,119,40,1,1
100.0,109,30,1,1
105.0,98,23,1,1
110.0,85,16,1,1
115.0,77,10,1,1
120.0,63,4,1,1
125.0,53,0,1,1
130.0,43,0,0,1
135.0,33,0,0,1
140.0,24,0,0,1
145.0,18,0,0,1
150.0,12,0,0,1
155.0,6,0,0,1
160.0,1,0,0,1
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,5,0,0,0
185.0,18,3,0,0
190.0,38,9,0,0
195.0,59,11,0,0
200.0,82,18,0,1
205.0,100,24,0,0
210.0,117,30,1,1
215.0,128,34,1,1
220.0,141,47,1,1
225.0,151,52,1,1
230.0,146,58,0,1
235.0,141,55,1,1
240.0,127,45,1,1
245.0,115,30,1,1
250.0,103,12,1,1
255.0,94,2,1,1
260.0,84,1,1,1
265.0,74,0,1,1
270.0,63,0,1,1
275.0,50,0,1,1
280.0,39,0,1,1
285.0,29,0,1,1
290.0,21,0,0,1
295.0,15,0,0,1
