time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,0,0,0
35.0,19,5,0,0
40.0,40,7,0,0
45.0,64,13,0,0
50.0,84,19,1,0
55.0,101,24,1,1
60.0,110,31,1,1
65.0,125,36,1,1
70.0,137,45,1,1
75.0,138,51,1,1
80.0,134,60,1,1
85.0,125,53,1,1
90.0,114,39,1,1
95.0,103,23,1,1
100.0,92,8,1,1
105.0,84,1,1,1
110.0,73,0,1,1
115.0,61,0,1,1
120.0,49,0,1,1
125.0,36,0,1,1
130.0,27,0,0,1
135.0,22,0,0,1
140.0,16,0,0,1
145.0,10,0,0,1
150.0,4,0,0,1
155.0,0,0,0,0
160.0,0,0,0,0
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,7,0,0,0
185.0,27,6,0,0
190.0,48,14,0,0
195.0,70,18,0,0
200.0,90,18,1,0
205.0,108,32,1,0
210.0,122,38,1,1
215.0,137,44,0,1
220.0,150,49,1,1
225.0,155,59,1,1
230.0,150,66,1,1
235.0,141,61,1,1
240.0,128,47,1,1
245.0,118,31,1,1
250.0,107,18,1,1
255.0,98,12,1,1
260.0,86,5,1,1
265.0,76,0,1,1
270.0,64,0,1,1
275.0,54,0,1,1
280.0,42,0,1,1
285.0,31,0,0,1
290.0,25,0,0,1
295.0,20,0,0,1
