time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,9,0,0,0
35.0,30,10,0,0
40.0,48,13,0,0
45.0,72,18,0,0
50.0,94,21,1,1
55.0,107,29,1,1
60.0,119,40,0,1
65.0,135,53,1,1
70.0,140,67,1,1
75.0,133,73,1,1
80.0,126,64,1,1
85.0,119,56,1,1
90.0,109,51,1,1
95.0,97,43,1,1
100.0,86,35,1,1
105.0,74,27,1,1
110.0,63,18,1,1
115.0,53,10,0,1
120.0,45,2,1,1
125.0,37,0,1,1
130.0,27,0,0,1
135.0,17,0,0,1
140.0,9,0,0,1
145.0,3,0,0,1
150.0,0,0,0,0
155.0,0,0,0,0
160.0,0,0,0,0
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,6,1,0,0
185.0,21,4,0,0
190.0,45,10,0,0
195.0,63,17,0,1
200.0,84,24,1,0
205.0,103,30,1,0
210.0,118,32,1,0
215.0,129,50,1,1
220.0,142,70,1,1
225.0,140,84,1,1
230.0,137,78,1,1
235.0,127,72,1,1
240.0,119,69,1,1
245.0,108,58,1,1
250.0,97,51,1,1
255.0,85,43,1,1
260.0,74,35,1,1
265.0,62,26,1,1
270.0,54,18,0,1
275.0,44,10,0,1
280.0,40,5,1,1
285.0,29,2,1,1
290.0,20,0,1,1
295.0,13,0,1,1
