agent_id,spawn_time,queue_enter_time,service_start_time,escalator_enter_time,sink_time,travel_time,gate_wait_time,post_gate_time,gate_idx,is_tagless,sink_side,serviced
32513,26.05,33.25,33.25,48.400000000000006,49.300000000000004,23.250000000000004,0.0,16.050000000000004,5,0,upper,1
32514,26.400000000000002,35.0,35.0,49.150000000000006,50.050000000000004,23.650000000000002,0.0,15.050000000000004,1,0,lower,1
32515,26.700000000000003,36.2,36.2,48.300000000000004,49.150000000000006,22.450000000000003,0.0,12.950000000000003,0,0,lower,1
32516,26.900000000000002,35.6,35.6,50.35,51.2,24.3,0.0,15.600000000000001,5,0,upper,1
32517,27.200000000000003,36.75,38.25,52.650000000000006,53.550000000000004,26.35,1.5,15.300000000000004,0,0,lower,1
32518,28.05,36.800000000000004,38.550000000000004,54.650000000000006,55.550000000000004,27.500000000000004,1.75,17.0,6,0,upper,1
32519,28.700000000000003,35.4,35.4,49.5,50.35,21.65,0.0,14.950000000000003,6,0,upper,1
32520,28.900000000000002,38.800000000000004,38.800000000000004,53.800000000000004,54.650000000000006,25.750000000000004,0.0,15.850000000000001,3,1,upper,1
32523,29.8,37.9,37.9,53.75,54.6,24.8,0.0,16.700000000000003,1,0,lower,1
32524,30.05,37.45,37.45,51.650000000000006,52.550000000000004,22.500000000000004,0.0,15.100000000000001,4,1,upper,1
32525,30.3,39.6,39.6,57.300000000000004,58.150000000000006,27.850000000000005,0.0,18.550000000000004,5,0,upper,1
32526,30.5,44.25,44.25,59.1,59.95,29.450000000000003,0.0,15.700000000000003,1,0,lower,1
32527,30.700000000000003,40.400000000000006,40.400000000000006,51.800000000000004,52.650000000000006,21.950000000000003,0.0,12.25,2,1,lower,1
32528,30.950000000000003,41.550000000000004,42.2,55.45,56.300000000000004,25.35,0.6499999999999986,14.100000000000001,2,1,lower,1
32531,31.150000000000002,38.050000000000004,40.900000000000006,54.6,55.45,24.3,2.8500000000000014,14.549999999999997,0,0,lower,1
32532,31.35,40.35,41.95,59.900000000000006,60.800000000000004,29.450000000000003,1.6000000000000014,18.85,5,0,upper,1
32533,31.6,44.150000000000006,50.75,67.3,68.15,36.550000000000004,6.599999999999994,17.400000000000006,6,0,upper,1
32534,31.8,45.050000000000004,45.050000000000004,68.15,69.0,37.2,0.0,23.949999999999996,4,1,upper,1
32535,32.0,40.85,41.45,56.300000000000004,57.150000000000006,25.150000000000006,0.6000000000000014,15.700000000000003,1,0,lower,1
32537,32.25,40.300000000000004,40.400000000000006,62.2,63.050000000000004,30.800000000000004,0.10000000000000142,22.65,6,0,upper,1
32538,32.5,39.5,40.6,55.550000000000004,56.400000000000006,23.900000000000006,1.1000000000000014,15.800000000000004,3,1,upper,1
32539,32.7,41.150000000000006,41.150000000000006,56.400000000000006,57.300000000000004,24.6,0.0,16.15,4,1,upper,1
32540,32.9,45.6,45.6,61.25,62.1,29.200000000000003,0.0,16.5,3,1,upper,1
32542,33.15,44.800000000000004,45.7,60.35,61.2,28.050000000000004,0.8999999999999986,15.5,2,1,lower,1
32544,33.35,42.650000000000006,42.85,58.050000000000004,58.900000000000006,25.550000000000004,0.19999999999999574,16.050000000000004,0,0,lower,1
32545,33.6,51.400000000000006,52.45,68.3,69.15,35.550000000000004,1.0499999999999972,16.700000000000003,2,1,lower,1
