agent_id,spawn_time,queue_enter_time,service_start_time,escalator_enter_time,sink_time,travel_time,gate_wait_time,post_gate_time,gate_idx,is_tagless,sink_side,serviced
40253,27.200000000000003,36.0,36.25,51.95,52.800000000000004,25.6,0.25,16.550000000000004,3,1,upper,1
40254,27.5,35.25,35.25,49.6,50.45,22.950000000000003,0.0,15.200000000000003,1,0,lower,1
40255,28.450000000000003,34.45,34.45,47.0,47.85,19.4,0.0,13.399999999999999,3,1,upper,1
40256,29.0,43.1,46.75,68.5,69.35000000000001,40.35000000000001,3.6499999999999986,22.60000000000001,3,1,upper,1
40257,29.25,37.300000000000004,38.0,53.35,54.2,24.950000000000003,0.6999999999999957,16.200000000000003,3,1,upper,1
40258,30.450000000000003,38.6,41.5,57.050000000000004,57.900000000000006,27.450000000000003,2.8999999999999986,16.400000000000006,3,1,upper,1
40259,30.700000000000003,37.800000000000004,39.75,54.400000000000006,55.300000000000004,24.6,1.9499999999999957,15.550000000000004,3,1,upper,1
40260,30.900000000000002,40.85,40.85,57.900000000000006,58.800000000000004,27.900000000000002,0.0,17.950000000000003,4,0,upper,1
40261,31.1,39.7,39.7,55.300000000000004,56.150000000000006,25.050000000000004,0.0,16.450000000000003,6,0,upper,1
40262,31.35,40.25,40.25,52.75,53.6,22.25,0.0,13.350000000000001,2,0,lower,1
40263,31.55,43.2,43.45,60.45,61.300000000000004,29.750000000000004,0.25,17.85,5,0,upper,1
40265,31.75,46.150000000000006,48.650000000000006,68.25,69.10000000000001,37.35000000000001,2.5,20.450000000000003,0,0,lower,1
40266,32.050000000000004,42.650000000000006,42.650000000000006,61.300000000000004,62.150000000000006,30.1,0.0,19.5,6,0,upper,1
40267,33.35,47.0,47.0,61.2,62.050000000000004,28.700000000000003,0.0,15.050000000000004,2,0,lower,1
40268,33.6,41.45,43.25,58.800000000000004,59.650000000000006,26.050000000000004,1.7999999999999972,16.400000000000006,3,1,upper,1
40269,33.800000000000004,43.75,48.5,70.2,71.05,37.24999999999999,4.75,22.549999999999997,3,1,upper,1
40270,34.0,42.6,45.0,62.150000000000006,63.050000000000004,29.050000000000004,2.3999999999999986,18.050000000000004,3,1,upper,1
40271,34.65,46.35,47.1,62.050000000000004,62.900000000000006,28.250000000000007,0.75,15.800000000000004,1,0,lower,1
40273,34.85,40.800000000000004,40.800000000000004,56.150000000000006,57.050000000000004,22.200000000000003,0.0,16.25,5,0,upper,1
40274,35.1,48.25,48.25,66.45,67.3,32.199999999999996,0.0,19.049999999999997,4,0,upper,1
40275,35.300000000000004,42.6,42.6,55.2,56.050000000000004,20.75,0.0,13.450000000000003,1,0,lower,1
40276,35.5,47.650000000000006,50.25,72.05,72.9,37.400000000000006,2.5999999999999943,22.650000000000006,3,1,upper,1
40278,35.75,45.7,45.7,63.050000000000004,63.900000000000006,28.150000000000006,0.0,18.200000000000003,5,0,upper,1
40279,35.95,47.400000000000006,50.800000000000004,69.3,70.15,34.2,3.3999999999999986,19.35,0,0,lower,1
40281,36.15,43.0,44.300000000000004,63.900000000000006,64.75,28.6,1.3000000000000043,20.449999999999996,6,0,upper,1
40283,36.4,50.150000000000006,59.0,80.65,81.5,45.1,8.849999999999994,22.5,3,1,upper,1
40285,36.6,44.7,44.7,59.900000000000006,60.800000000000004,24.200000000000003,0.0,16.1,0,0,lower,1
40288,36.800000000000004,47.2,49.050000000000004,70.15,71.0,34.199999999999996,1.8500000000000014,21.949999999999996,2,0,lower,1
40290,37.0,43.95,45.45,56.900000000000006,57.800000000000004,20.800000000000004,1.5,12.350000000000001,1,0,lower,1
40291,37.25,48.650000000000006,53.75,74.7,75.55,38.3,5.099999999999994,21.799999999999997,3,1,upper,1
40292,37.45,44.1,46.400000000000006,65.60000000000001,66.45,29.0,2.3000000000000043,20.049999999999997,6,0,upper,1
40296,37.65,50.1,52.5,78.10000000000001,78.95,41.300000000000004,2.3999999999999986,26.450000000000003,4,0,upper,1
40299,37.9,51.900000000000006,51.900000000000006,71.85000000000001,72.7,34.800000000000004,0.0,20.799999999999997,2,0,lower,1
40300,38.1,45.650000000000006,50.7,67.3,68.15,30.050000000000004,5.049999999999997,17.450000000000003,6,0,upper,1
40301,38.300000000000004,49.150000000000006,55.5,76.4,77.25,38.949999999999996,6.349999999999994,21.75,3,1,upper,1
40302,38.550000000000004,46.95,49.35,64.75,65.60000000000001,27.050000000000004,2.3999999999999986,16.250000000000007,5,0,upper,1
40303,38.75,53.25,53.85,73.55,74.4,35.650000000000006,0.6000000000000014,20.550000000000004,2,0,lower,1
40304,38.95,49.650000000000006,57.25,78.95,79.80000000000001,40.85000000000001,7.599999999999994,22.55000000000001,3,1,upper,1
40306,39.2,48.150000000000006,52.0,73.0,73.85000000000001,34.650000000000006,3.8499999999999943,21.85000000000001,3,1,upper,1
40308,39.400000000000006,55.650000000000006,78.25,110.4,111.25,71.85,22.599999999999994,33.0,3,1,upper,1
40309,39.6,51.150000000000006,62.5,86.60000000000001,87.45,47.85,11.349999999999994,24.950000000000003,3,1,upper,1
40310,39.85,53.800000000000004,59.2,81.5,82.35000000000001,42.50000000000001,5.399999999999999,23.150000000000006,4,0,upper,1
40312,40.050000000000004,53.0,56.75,79.80000000000001,80.65,40.6,3.75,23.900000000000006,4,0,upper,1
40313,40.25,51.650000000000006,64.25,90.85000000000001,91.7,51.45,12.599999999999994,27.450000000000003,3,1,upper,1
40314,40.5,75.15,146.5,170.85000000000002,171.70000000000002,131.20000000000002,71.35,25.200000000000017,3,1,upper,1
40315,40.7,53.150000000000006,69.5,99.35000000000001,100.2,59.5,16.349999999999994,30.700000000000003,3,1,upper,1
40318,40.900000000000006,52.650000000000006,67.75,95.95,96.80000000000001,55.900000000000006,15.099999999999994,29.05000000000001,3,1,upper,1
40320,41.150000000000006,55.150000000000006,76.5,109.55000000000001,110.4,69.25,21.349999999999994,33.900000000000006,3,1,upper,1
40321,41.35,54.150000000000006,73.0,97.65,98.5,57.15,18.849999999999994,25.5,3,1,upper,1
40328,41.650000000000006,72.65,137.75,164.20000000000002,165.05,123.4,65.1,27.30000000000001,3,1,upper,1
40329,41.800000000000004,56.650000000000006,81.75,115.5,116.35000000000001,74.55000000000001,25.099999999999994,34.60000000000001,3,1,upper,1
40331,42.0,50.650000000000006,60.75,82.35000000000001,83.2,41.2,10.099999999999994,22.450000000000003,3,1,upper,1
40335,42.2,56.150000000000006,80.0,113.80000000000001,114.65,72.45,23.849999999999994,34.650000000000006,3,1,upper,1
40336,42.45,57.650000000000006,85.25,117.2,118.05000000000001,75.60000000000001,27.599999999999994,32.80000000000001,3,1,upper,1
