agent_id,spawn_time,queue_enter_time,service_start_time,escalator_enter_time,sink_time,travel_time,gate_wait_time,post_gate_time,gate_idx,is_tagless,sink_side,serviced
6231,27.200000000000003,36.2,36.2,51.300000000000004,52.150000000000006,24.950000000000003,0.0,15.950000000000003,2,1,lower,1
6232,27.5,35.25,35.25,49.6,50.45,22.950000000000003,0.0,15.200000000000003,1,0,lower,1
6233,28.450000000000003,34.15,34.15,46.35,47.2,18.75,0.0,13.050000000000004,4,1,upper,1
6234,29.0,41.150000000000006,43.45,65.75,66.60000000000001,37.60000000000001,2.299999999999997,23.150000000000006,6,0,upper,1
6235,29.25,38.300000000000004,38.300000000000004,54.650000000000006,55.550000000000004,26.300000000000004,0.0,17.25,6,0,upper,1
6236,30.450000000000003,39.800000000000004,39.800000000000004,52.45,53.300000000000004,22.85,0.0,13.5,0,0,lower,1
6237,30.700000000000003,42.0,42.0,56.6,57.45,26.75,0.0,15.450000000000003,1,0,lower,1
6239,30.900000000000002,36.25,36.25,49.050000000000004,49.900000000000006,19.000000000000004,0.0,13.650000000000006,5,0,upper,1
6240,31.1,38.2,38.2,53.300000000000004,54.150000000000006,23.050000000000004,0.0,15.950000000000003,1,0,lower,1
6241,31.35,40.0,40.0,52.85,53.7,22.35,0.0,13.700000000000003,3,0,upper,1
6243,31.55,43.0,44.35,59.5,60.35,28.8,1.3500000000000014,16.0,3,0,upper,1
6244,31.75,44.7,46.95,62.1,62.95,31.200000000000003,2.25,16.0,0,0,lower,1
6245,32.050000000000004,42.25,42.25,61.2,62.050000000000004,30.0,0.0,19.800000000000004,5,0,upper,1
6248,33.35,39.400000000000006,40.400000000000006,56.150000000000006,57.050000000000004,23.700000000000003,1.0,16.65,6,0,upper,1
6250,33.6,40.85,42.1,58.35,59.2,25.6,1.25,17.1,3,0,upper,1
6251,33.800000000000004,46.5,48.300000000000004,68.3,69.15,35.35,1.8000000000000043,20.85,1,0,lower,1
6252,34.0,42.650000000000006,45.25,62.900000000000006,63.800000000000004,29.800000000000004,2.5999999999999943,18.550000000000004,5,0,upper,1
6253,34.65,41.650000000000006,46.400000000000006,67.45,68.3,33.65,4.75,21.89999999999999,6,0,upper,1
6255,34.85,43.45,43.45,57.900000000000006,58.800000000000004,23.950000000000003,0.0,15.350000000000001,0,0,lower,1
6256,35.1,44.400000000000006,49.400000000000006,69.15,70.0,34.9,5.0,20.599999999999994,5,0,upper,1
6257,35.300000000000004,47.45,50.5,70.85000000000001,71.7,36.4,3.049999999999997,21.200000000000003,1,0,lower,1
6259,35.5,43.300000000000004,47.550000000000004,63.800000000000004,64.65,29.150000000000006,4.25,17.1,5,0,upper,1
6261,35.75,45.7,52.45,66.60000000000001,67.45,31.700000000000003,6.75,15.0,0,0,lower,1
6262,35.95,44.050000000000004,49.7,72.55,73.4,37.45,5.649999999999999,23.700000000000003,6,0,upper,1
6263,36.15,49.95,49.95,67.45,68.3,32.15,0.0,18.349999999999994,2,1,lower,1
6264,36.4,45.800000000000004,47.7,62.050000000000004,62.900000000000006,26.500000000000007,1.8999999999999986,15.200000000000003,3,0,upper,1
6265,36.6,46.45,46.45,59.45,60.300000000000004,23.700000000000003,0.0,13.850000000000001,1,0,lower,1
6267,36.800000000000004,42.300000000000004,48.300000000000004,70.85000000000001,71.7,34.9,6.0,23.4,6,0,upper,1
6268,37.0,49.25,56.550000000000004,71.7,72.55,35.55,7.300000000000004,15.999999999999993,0,0,lower,1
6269,37.25,48.300000000000004,52.75,73.4,74.25,37.0,4.449999999999996,21.5,1,0,lower,1
6270,37.45,47.6,51.1,75.10000000000001,75.95,38.5,3.5,24.85,6,0,upper,1
6272,37.65,45.2,50.550000000000004,63.5,64.35000000000001,26.70000000000001,5.350000000000001,13.800000000000004,0,0,lower,1
6274,37.9,48.1,54.5,77.65,78.5,40.6,6.399999999999999,24.0,6,0,upper,1
6275,38.1,46.2,52.0,75.95,76.80000000000001,38.70000000000001,5.799999999999997,24.80000000000001,5,0,upper,1
6278,38.300000000000004,46.400000000000006,49.300000000000004,64.65,65.5,27.199999999999996,2.8999999999999986,16.199999999999996,3,0,upper,1
6279,38.550000000000004,50.6,52.35,70.0,70.85000000000001,32.300000000000004,1.75,18.500000000000007,3,0,upper,1
6280,38.75,46.7,54.85,73.4,74.25,35.5,8.149999999999999,19.4,5,0,upper,1
6281,38.95,51.5,61.050000000000004,80.2,81.05000000000001,42.10000000000001,9.550000000000004,20.000000000000007,0,0,lower,1
6282,39.2,50.1,50.75,68.3,69.15,29.950000000000003,0.6499999999999986,18.400000000000006,3,0,upper,1
6283,39.400000000000006,48.6,49.0,66.60000000000001,67.45,28.049999999999997,0.3999999999999986,18.450000000000003,4,1,upper,1
6285,39.6,52.0,54.95,75.10000000000001,75.95,36.35,2.950000000000003,21.0,1,0,lower,1
6287,39.85,49.150000000000006,60.0,85.30000000000001,86.15,46.300000000000004,10.849999999999994,26.150000000000006,5,0,upper,1
6290,40.050000000000004,46.2,55.0,70.0,70.85000000000001,30.800000000000004,8.799999999999997,15.850000000000009,0,0,lower,1
6291,40.25,50.6,51.7,69.15,70.0,29.75,1.1000000000000014,18.299999999999997,2,1,lower,1
6294,40.5,48.650000000000006,57.800000000000004,76.80000000000001,77.65,37.150000000000006,9.149999999999999,19.85,5,0,upper,1
6295,40.7,50.150000000000006,66.65,99.75,100.60000000000001,59.900000000000006,16.5,33.95,5,0,upper,1
6299,40.900000000000006,47.25,47.25,60.35,61.2,20.299999999999997,0.0,13.950000000000003,4,1,upper,1
6303,41.150000000000006,50.7,60.1,80.2,81.05000000000001,39.900000000000006,9.399999999999999,20.95000000000001,6,0,upper,1
6305,41.35,49.550000000000004,57.050000000000004,78.5,79.35000000000001,38.00000000000001,7.5,22.300000000000004,6,0,upper,1
6306,41.550000000000004,50.2,58.650000000000006,82.75,83.60000000000001,42.050000000000004,8.450000000000003,24.950000000000003,6,0,upper,1
6308,41.800000000000004,53.0,72.9,92.10000000000001,92.95,51.15,19.900000000000006,20.049999999999997,0,0,lower,1
6309,42.0,54.150000000000006,66.25,82.75,83.60000000000001,41.60000000000001,12.099999999999994,17.35000000000001,1,0,lower,1
6310,42.2,55.5,55.5,74.25,75.10000000000001,32.900000000000006,0.0,19.60000000000001,2,1,lower,1
6312,42.45,52.5,68.9,86.15,87.0,44.55,16.400000000000006,18.099999999999994,0,0,lower,1
6314,42.650000000000006,50.650000000000006,68.55,94.65,95.5,52.849999999999994,17.89999999999999,26.950000000000003,5,0,upper,1
6315,42.85,51.0,59.2,76.80000000000001,77.65,34.800000000000004,8.200000000000003,18.450000000000003,0,0,lower,1
6318,43.1,56.0,56.0,71.7,72.55,29.449999999999996,0.0,16.549999999999997,4,1,upper,1
6321,43.300000000000004,53.45,53.45,72.55,73.4,30.1,0.0,19.950000000000003,2,1,lower,1
6324,43.5,49.650000000000006,63.6,87.85000000000001,88.7,45.2,13.949999999999996,25.1,5,0,upper,1
6326,43.75,52.0,65.35000000000001,81.9,82.75,39.0,13.350000000000009,17.39999999999999,0,0,lower,1
6328,43.95,54.650000000000006,68.45,83.60000000000001,84.45,40.5,13.799999999999997,16.0,1,0,lower,1
6329,44.150000000000006,55.650000000000006,71.9,90.4,91.25,47.099999999999994,16.25,19.349999999999994,1,0,lower,1
6330,44.400000000000006,54.25,58.400000000000006,79.35000000000001,80.2,35.8,4.150000000000006,21.799999999999997,3,0,upper,1
6331,44.6,53.150000000000006,61.900000000000006,79.35000000000001,80.2,35.6,8.75,18.299999999999997,1,0,lower,1
6333,44.800000000000004,56.25,67.65,91.25,92.10000000000001,47.300000000000004,11.400000000000006,24.450000000000003,3,0,upper,1
6335,45.0,53.050000000000004,55.300000000000004,74.25,75.10000000000001,30.10000000000001,2.25,19.800000000000004,3,0,upper,1
6337,45.25,54.75,61.35,81.05000000000001,81.9,36.650000000000006,6.600000000000001,20.550000000000004,3,0,upper,1
6339,45.45,52.650000000000006,58.5,78.5,79.35000000000001,33.900000000000006,5.849999999999994,20.85000000000001,1,0,lower,1
6340,45.650000000000006,51.35,62.0,84.45,85.30000000000001,39.650000000000006,10.649999999999999,23.30000000000001,6,0,upper,1
6342,45.900000000000006,53.650000000000006,63.550000000000004,81.05000000000001,81.9,36.0,9.899999999999999,18.35,1,0,lower,1
6343,46.1,55.75,65.45,83.60000000000001,84.45,38.35,9.700000000000003,19.0,3,0,upper,1
6344,46.300000000000004,55.150000000000006,70.4,88.7,89.55000000000001,43.25000000000001,15.25,19.150000000000006,1,0,lower,1
6346,46.550000000000004,55.25,63.050000000000004,81.9,82.75,36.199999999999996,7.800000000000004,19.699999999999996,3,0,upper,1
6347,46.75,55.45,70.05,92.10000000000001,92.95,46.2,14.599999999999994,22.900000000000006,6,0,upper,1
6348,46.95,53.95,64.0,86.15,87.0,40.05,10.049999999999997,23.0,6,0,upper,1
6351,47.2,54.45,65.4,90.4,91.25,44.05,10.950000000000003,25.849999999999994,6,0,upper,1
6352,47.400000000000006,58.300000000000004,73.85000000000001,104.0,104.85000000000001,57.45,15.550000000000004,31.0,5,0,upper,1
6353,47.6,55.95,71.4,102.30000000000001,103.15,55.550000000000004,15.450000000000003,31.75,6,0,upper,1
6356,47.85,58.5,73.85000000000001,98.05000000000001,98.9,51.050000000000004,15.350000000000009,25.049999999999997,3,0,upper,1
6358,48.050000000000004,51.800000000000004,70.0,92.95,93.80000000000001,45.75000000000001,18.199999999999996,23.80000000000001,5,0,upper,1
6359,48.25,54.800000000000004,75.3,93.80000000000001,94.65,46.400000000000006,20.499999999999993,19.35000000000001,0,0,lower,1
6361,48.5,59.75,80.85000000000001,97.2,98.05000000000001,49.55000000000001,21.10000000000001,17.200000000000003,1,0,lower,1
6362,48.7,61.45,78.10000000000001,113.35000000000001,114.2,65.5,16.650000000000006,36.099999999999994,5,0,upper,1
6365,48.900000000000006,66.55,67.45,87.0,87.85000000000001,38.95,0.9000000000000057,20.400000000000006,4,1,upper,1
6367,49.150000000000006,54.0,71.65,97.2,98.05000000000001,48.900000000000006,17.650000000000006,26.400000000000006,5,0,upper,1
6369,49.35,56.95,70.25,93.80000000000001,94.65,45.300000000000004,13.299999999999997,24.400000000000006,3,0,upper,1
6370,49.550000000000004,58.800000000000004,75.35000000000001,114.2,115.05000000000001,65.5,16.550000000000004,39.7,5,0,upper,1
6372,49.800000000000004,58.45,78.0,95.5,96.35000000000001,46.550000000000004,19.549999999999997,18.35000000000001,1,0,lower,1
6375,50.0,60.2,79.30000000000001,108.25,109.10000000000001,59.10000000000001,19.10000000000001,29.799999999999997,6,0,upper,1
6379,50.2,54.95,68.65,89.55000000000001,90.4,40.2,13.700000000000003,21.75,6,0,upper,1
