time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,1,0,0,0
30.0,5,0,0,0
35.0,24,2,0,0
40.0,47,9,0,0
45.0,70,13,0,0
50.0,90,21,0,0
55.0,108,26,1,1
60.0,124,36,1,1
65.0,135,50,1,1
70.0,150,73,1,1
75.0,158,88,1,1
80.0,151,81,1,1
85.0,142,69,1,1
90.0,133,56,1,1
95.0,124,48,1,1
100.0,113,39,1,1
105.0,104,32,1,1
110.0,92,24,1,1
115.0,78,16,1,1
120.0,69,7,1,1
125.0,61,0,0,1
130.0,53,0,1,1
135.0,45,0,0,1
140.0,37,0,1,1
145.0,28,0,1,1
150.0,21,0,0,1
155.0,15,0,0,1
160.0,9,0,0,1
165.0,3,0,0,1
170.0,0,0,0,0
175.0,0,0,0,0
180.0,5,0,0,0
185.0,18,5,0,0
190.0,38,7,0,0
195.0,61,12,0,0
200.0,81,17,0,0
205.0,98,21,0,1
210.0,110,27,0,1
215.0,124,42,1,1
220.0,132,60,1,1
225.0,145,81,1,1
230.0,143,80,1,1
235.0,135,71,1,1
240.0,123,61,1,1
245.0,112,53,1,1
250.0,100,44,1,1
255.0,87,35,1,1
260.0,78,27,1,1
265.0,70,19,0,1
270.0,60,10,0,1
275.0,52,3,1,1
280.0,45,0,0,1
285.0,36,0,0,1
290.0,27,0,0,1
295.0,18,0,0,1
