time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,1,0,0
35.0,23,3,0,0
40.0,46,7,0,0
45.0,68,17,0,0
50.0,89,24,0,0
55.0,102,38,1,0
60.0,121,63,0,1
65.0,138,80,0,1
70.0,152,96,1,1
75.0,161,106,0,1
80.0,157,101,1,1
85.0,143,90,1,1
90.0,135,82,1,1
95.0,124,75,1,1
100.0,114,65,0,1
105.0,104,56,0,1
110.0,97,48,1,1
115.0,88,40,1,1
120.0,77,31,1,1
125.0,67,22,1,1
130.0,58,14,1,1
135.0,49,5,0,1
140.0,44,0,1,1
145.0,34,0,0,1
150.0,27,0,1,1
155.0,17,0,0,1
160.0,9,0,0,1
165.0,3,0,0,1
170.0,0,0,0,0
175.0,0,0,0,0
180.0,8,0,0,0
185.0,21,3,0,0
190.0,45,10,0,0
195.0,68,17,0,0
200.0,89,25,0,0
205.0,102,28,1,1
210.0,119,45,1,1
215.0,132,62,1,1
220.0,145,86,1,1
225.0,143,90,1,1
230.0,140,89,1,1
235.0,128,77,1,1
240.0,120,69,1,1
245.0,108,60,1,1
250.0,97,51,1,1
255.0,88,44,1,1
260.0,81,36,1,1
265.0,71,27,1,1
270.0,60,18,0,1
275.0,51,9,1,1
280.0,43,2,0,1
285.0,37,0,1,1
290.0,28,0,1,1
295.0,19,0,0,1
