time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,7,0,0,0
35.0,15,5,0,0
40.0,35,3,0,0
45.0,58,10,0,0
50.0,77,17,0,0
55.0,91,21,0,1
60.0,106,26,1,1
65.0,115,28,1,0
70.0,119,31,1,1
75.0,116,33,1,1
80.0,108,32,1,1
85.0,99,25,1,1
90.0,87,9,1,1
95.0,78,0,1,1
100.0,67,0,1,1
105.0,56,0,1,1
110.0,44,0,1,1
115.0,33,0,1,1
120.0,22,0,0,1
125.0,16,0,0,1
130.0,10,0,0,1
135.0,4,0,0,1
140.0,0,0,0,0
145.0,0,0,0,0
150.0,0,0,0,0
155.0,0,0,0,0
160.0,0,0,0,0
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,4,0,0,0
185.0,20,4,0,0
190.0,41,9,0,0
195.0,67,16,0,0
200.0,85,19,1,0
205.0,100,22,1,0
210.0,111,28,1,1
215.0,123,33,1,1
220.0,135,37,1,1
225.0,134,46,1,1
230.0,127,51,1,1
235.0,115,40,1,1
240.0,103,24,1,1
245.0,94,8,1,1
250.0,87,3,1,1
255.0,75,1,1,1
260.0,64,0,1,1
265.0,53,0,1,1
270.0,41,0,1,1
275.0,29,0,1,1
280.0,18,0,1,1
285.0,8,0,0,1
290.0,2,0,0,1
295.0,0,0,0,0
