time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,0,0,0
35.0,19,5,0,0
40.0,38,5,0,0
45.0,62,12,0,0
50.0,83,20,1,0
55.0,100,24,1,1
60.0,114,33,0,1
65.0,125,38,1,0
70.0,139,38,1,1
75.0,140,51,1,1
80.0,134,62,1,1
85.0,128,57,1,1
90.0,118,53,1,1
95.0,106,45,1,1
100.0,94,39,1,1
105.0,84,31,1,1
110.0,73,24,1,1
115.0,63,17,1,1
120.0,49,8,1,1
125.0,40,3,0,1
130.0,33,2,1,1
135.0,22,0,0,1
140.0,15,0,0,1
145.0,9,0,0,1
150.0,3,0,0,1
155.0,0,0,0,0
160.0,0,0,0,0
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,7,0,0,0
185.0,27,4,0,0
190.0,50,12,0,0
195.0,72,18,0,0
200.0,91,24,0,1
205.0,110,37,1,1
210.0,120,51,1,1
215.0,135,72,1,1
220.0,148,89,1,1
225.0,154,93,1,1
230.0,146,83,1,1
235.0,139,74,1,1
240.0,132,69,1,1
245.0,121,61,1,1
250.0,106,52,1,1
255.0,95,41,1,1
260.0,85,34,1,1
265.0,75,25,1,1
270.0,62,16,1,1
275.0,51,8,1,1
280.0,42,3,1,1
285.0,32,0,1,1
290.0,20,0,0,1
295.0,12,0,1,1
