time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,0,0,0
35.0,18,4,0,0
40.0,41,9,0,0
45.0,61,11,0,0
50.0,88,23,1,0
55.0,105,31,0,1
60.0,124,37,0,0
65.0,140,42,1,1
70.0,157,52,0,1
75.0,164,57,0,1
80.0,163,62,0,1
85.0,163,70,1,1
90.0,154,77,0,1
95.0,148,83,0,1
100.0,141,90,0,1
105.0,134,97,0,1
110.0,129,104,0,0
115.0,126,111,0,0
120.0,124,112,0,0
125.0,121,109,0,0
130.0,118,106,0,0
135.0,115,103,0,1
140.0,112,100,0,0
145.0,109,97,0,0
150.0,107,94,0,1
155.0,104,92,0,0
160.0,101,89,0,0
165.0,98,86,0,1
170.0,95,83,0,0
175.0,91,80,0,0
180.0,97,82,0,1
185.0,115,90,0,0
190.0,138,99,0,1
195.0,156,107,0,0
200.0,173,113,0,1
205.0,195,123,0,1
210.0,208,129,1,0
215.0,223,134,1,0
220.0,238,140,0,1
225.0,248,149,1,1
230.0,246,158,1,0
235.0,240,161,1,0
240.0,234,168,0,1
245.0,232,175,0,1
250.0,225,182,1,1
255.0,215,189,0,1
260.0,212,197,0,0
265.0,209,197,0,1
270.0,205,194,0,1
275.0,203,191,0,1
280.0,200,188,0,1
285.0,197,185,0,1
290.0,195,183,0,0
295.0,193,180,0,0
