time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,0,0,0
35.0,18,3,0,0
40.0,40,8,0,0
45.0,62,15,0,0
50.0,82,23,1,0
55.0,99,27,1,1
60.0,113,36,0,0
65.0,129,40,1,1
70.0,143,48,1,1
75.0,144,59,1,1
80.0,140,69,1,1
85.0,132,60,1,1
90.0,123,50,1,1
95.0,111,36,1,1
100.0,99,21,1,1
105.0,87,6,1,1
110.0,79,1,1,1
115.0,68,0,1,1
120.0,57,0,1,1
125.0,45,0,1,1
130.0,33,0,1,1
135.0,24,0,0,1
140.0,18,0,0,1
145.0,12,0,0,1
150.0,6,0,0,1
155.0,0,0,0,0
160.0,0,0,0,0
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,7,0,0,0
185.0,30,8,0,0
190.0,49,9,0,0
195.0,71,14,0,0
200.0,90,23,1,1
205.0,105,34,1,1
210.0,120,41,1,1
215.0,130,50,0,1
220.0,143,68,1,1
225.0,150,77,1,1
230.0,145,83,1,1
235.0,135,66,1,1
240.0,126,56,1,1
245.0,115,46,1,1
250.0,107,36,1,1
255.0,91,24,1,1
260.0,81,16,1,1
265.0,69,7,1,1
270.0,61,2,1,1
275.0,50,0,1,1
280.0,37,0,0,1
285.0,28,0,1,1
290.0,18,0,0,1
295.0,12,0,0,1
