time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,1,0,0,0
30.0,5,0,0,0
35.0,23,1,0,0
40.0,45,11,0,0
45.0,65,18,0,0
50.0,89,25,0,1
55.0,107,28,1,0
60.0,124,46,1,1
65.0,136,58,1,1
70.0,145,67,1,1
75.0,159,73,1,1
80.0,155,77,1,1
85.0,147,78,0,1
90.0,135,65,1,1
95.0,127,53,1,1
100.0,114,40,1,1
105.0,102,27,1,1
110.0,91,14,1,1
115.0,84,6,1,1
120.0,73,2,1,1
125.0,62,0,1,1
130.0,53,0,1,1
135.0,44,0,0,1
140.0,37,0,0,1
145.0,31,0,0,1
150.0,26,0,0,1
155.0,20,0,0,1
160.0,15,0,0,1
165.0,9,0,0,1
170.0,3,0,0,1
175.0,0,0,0,0
180.0,5,0,0,0
185.0,17,2,0,0
190.0,39,12,0,0
195.0,59,11,0,0
200.0,82,20,1,0
205.0,101,25,1,1
210.0,109,31,1,1
215.0,122,36,1,1
220.0,134,47,1,1
225.0,148,65,1,1
230.0,141,68,1,1
235.0,135,70,1,1
240.0,121,58,1,1
245.0,108,42,1,1
250.0,96,28,1,1
255.0,88,17,1,1
260.0,80,12,1,1
265.0,68,9,1,1
270.0,57,7,1,1
275.0,47,4,1,1
280.0,38,1,0,1
285.0,33,0,0,1
290.0,27,0,0,1
295.0,22,0,0,1
