time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,1,0,0
35.0,24,3,0,0
40.0,44,13,0,0
45.0,65,18,0,0
50.0,88,27,0,0
55.0,110,34,0,1
60.0,122,59,0,1
65.0,134,80,1,1
70.0,148,89,1,1
75.0,155,96,1,1
80.0,149,90,1,1
85.0,138,81,1,1
90.0,130,78,1,1
95.0,117,70,1,1
100.0,106,64,1,1
105.0,93,57,0,1
110.0,86,52,0,1
115.0,78,47,1,1
120.0,70,40,0,1
125.0,64,33,1,1
130.0,55,28,1,1
135.0,47,22,1,1
140.0,39,18,0,1
145.0,34,13,1,1
150.0,24,6,0,1
155.0,17,2,0,1
160.0,12,0,0,1
165.0,8,0,0,1
170.0,4,0,1,0
175.0,1,0,1,0
180.0,8,1,0,0
185.0,20,3,0,0
190.0,43,10,0,0
195.0,65,15,0,0
200.0,86,26,0,0
205.0,105,34,1,1
210.0,118,58,1,1
215.0,128,80,1,1
220.0,143,90,1,1
225.0,144,92,1,1
230.0,134,87,1,1
235.0,126,78,1,1
240.0,116,73,1,1
245.0,105,69,1,1
250.0,95,62,1,1
255.0,83,56,1,1
260.0,73,51,0,1
265.0,66,47,0,1
270.0,59,40,0,1
275.0,51,35,0,1
280.0,46,28,0,1
285.0,39,22,0,1
290.0,32,19,0,1
295.0,27,11,0,1
