time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,7,0,0,0
35.0,16,4,0,0
40.0,33,6,0,0
45.0,57,14,0,0
50.0,78,23,0,0
55.0,98,34,1,1
60.0,114,55,0,1
65.0,127,76,0,1
70.0,135,87,1,1
75.0,136,78,0,1
80.0,127,75,1,1
85.0,118,70,1,1
90.0,107,64,1,1
95.0,96,59,1,1
100.0,85,53,1,1
105.0,77,47,0,1
110.0,70,41,0,1
115.0,60,34,0,1
120.0,53,28,1,1
125.0,43,22,0,1
130.0,37,16,1,1
135.0,29,10,1,1
140.0,23,4,1,1
145.0,18,2,0,1
150.0,11,0,0,1
155.0,5,0,0,1
160.0,3,0,0,1
165.0,1,0,0,1
170.0,0,0,0,0
175.0,0,0,0,0
180.0,4,0,0,0
185.0,21,3,0,0
190.0,42,9,0,0
195.0,66,16,0,0
200.0,87,22,1,0
205.0,104,37,1,1
210.0,117,56,1,1
215.0,126,81,1,1
220.0,141,97,1,1
225.0,141,97,1,1
230.0,135,94,1,1
235.0,124,88,1,1
240.0,112,82,1,1
245.0,103,80,1,1
250.0,96,74,0,0
255.0,86,68,0,1
260.0,80,62,0,1
265.0,71,56,0,0
270.0,66,51,0,1
275.0,60,45,1,0
280.0,58,39,0,1
285.0,53,34,0,1
290.0,46,28,0,1
295.0,39,21,1,1
