time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,9,0,0,0
35.0,30,7,0,0
40.0,50,13,0,0
45.0,72,16,0,1
50.0,94,26,0,1
55.0,109,38,0,1
60.0,125,41,0,1
65.0,147,50,0,1
70.0,156,57,1,1
75.0,152,63,1,1
80.0,143,67,1,1
85.0,139,72,0,1
90.0,134,79,0,1
95.0,127,86,1,1
100.0,118,94,0,1
105.0,111,97,0,1
110.0,105,94,0,0
115.0,102,91,0,0
120.0,100,88,0,1
125.0,96,85,0,0
130.0,94,82,0,1
135.0,92,80,0,1
140.0,90,77,0,0
145.0,87,74,0,1
150.0,83,71,0,0
155.0,81,68,0,0
160.0,77,65,0,1
165.0,75,62,0,1
170.0,72,60,0,1
175.0,70,57,0,1
180.0,71,59,0,1
185.0,84,66,0,0
190.0,104,74,0,1
195.0,121,80,0,0
200.0,142,88,0,0
205.0,162,94,1,1
210.0,176,103,1,1
215.0,191,113,1,0
220.0,204,121,1,1
225.0,208,129,1,1
230.0,207,134,1,1
235.0,200,138,0,0
240.0,199,144,1,1
245.0,188,150,0,1
250.0,179,155,1,1
255.0,170,153,0,1
260.0,163,150,0,0
265.0,159,147,0,1
270.0,157,145,0,1
275.0,154,142,0,0
280.0,150,139,0,0
285.0,147,136,0,0
290.0,145,133,0,1
295.0,141,130,0,0
