time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,9,0,0,0
35.0,27,4,0,0
40.0,48,13,0,0
45.0,71,20,0,0
50.0,92,23,0,1
55.0,109,31,1,1
60.0,121,40,1,1
65.0,137,54,0,1
70.0,145,71,1,1
75.0,137,80,1,1
80.0,131,73,1,1
85.0,123,63,1,1
90.0,116,52,1,1
95.0,102,42,1,1
100.0,90,28,1,1
105.0,79,17,1,1
110.0,69,8,1,1
115.0,59,5,1,1
120.0,46,1,1,1
125.0,36,0,1,1
130.0,25,0,1,1
135.0,14,0,0,1
140.0,7,0,0,1
145.0,1,0,0,1
150.0,0,0,0,0
155.0,0,0,0,0
160.0,0,0,0,0
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,6,0,0,0
185.0,21,4,0,0
190.0,42,8,0,0
195.0,65,16,0,0
200.0,85,22,0,0
205.0,104,34,1,1
210.0,117,45,1,0
215.0,129,52,0,1
220.0,143,69,0,1
225.0,144,83,1,1
230.0,138,80,1,1
235.0,131,75,1,1
240.0,123,63,1,1
245.0,111,53,1,1
250.0,100,41,1,1
255.0,88,29,1,1
260.0,77,17,1,1
265.0,68,7,1,1
270.0,58,3,1,1
275.0,46,0,1,1
280.0,36,0,1,1
285.0,25,0,1,1
290.0,13,0,1,1
295.0,5,0,0,1
