time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,1,0,0
35.0,24,4,0,0
40.0,43,5,0,0
45.0,67,14,0,0
50.0,89,17,1,1
55.0,101,27,0,1
60.0,120,37,1,1
65.0,135,49,0,1
70.0,153,61,0,1
75.0,164,69,1,1
80.0,153,79,1,1
85.0,142,80,1,1
90.0,135,76,1,1
95.0,126,66,1,1
100.0,115,61,1,1
105.0,104,58,0,1
110.0,93,55,1,1
115.0,85,52,0,1
120.0,79,49,0,1
125.0,74,47,0,1
130.0,68,44,0,1
135.0,61,41,0,1
140.0,55,38,0,1
145.0,50,35,0,1
150.0,47,32,0,1
155.0,43,29,0,0
160.0,40,27,0,0
165.0,37,24,0,0
170.0,33,21,0,0
175.0,29,18,0,0
180.0,35,18,0,1
185.0,46,22,0,0
190.0,65,33,0,1
195.0,84,44,0,1
200.0,105,52,0,1
205.0,122,58,1,1
210.0,134,67,1,1
215.0,145,72,1,1
220.0,158,81,1,1
225.0,155,84,1,1
230.0,153,92,1,1
235.0,144,95,1,1
240.0,133,90,1,1
245.0,121,87,0,1
250.0,113,85,1,1
255.0,105,82,0,1
260.0,99,80,0,1
265.0,93,77,0,1
270.0,88,74,0,1
275.0,84,71,0,1
280.0,81,68,0,1
285.0,79,65,0,1
290.0,74,62,0,0
295.0,73,60,0,1
