time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,7,0,0,0
35.0,16,5,0,0
40.0,35,7,0,0
45.0,58,10,0,0
50.0,77,17,1,0
55.0,94,21,0,0
60.0,113,31,1,1
65.0,131,46,0,1
70.0,135,65,1,1
75.0,130,79,1,1
80.0,122,71,1,1
85.0,116,63,0,1
90.0,105,55,1,1
95.0,95,47,1,1
100.0,85,38,0,1
105.0,77,30,0,1
110.0,68,21,1,1
115.0,59,13,0,1
120.0,50,4,1,1
125.0,43,0,0,1
130.0,34,0,0,1
135.0,27,0,0,1
140.0,18,0,1,1
145.0,10,0,0,1
150.0,4,0,0,1
155.0,0,0,0,0
160.0,0,0,0,0
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,4,1,0,0
185.0,22,3,0,0
190.0,44,8,0,0
195.0,66,17,0,0
200.0,85,22,0,1
205.0,103,31,0,0
210.0,121,46,0,1
215.0,133,69,1,1
220.0,145,83,1,1
225.0,146,91,1,1
230.0,136,80,1,1
235.0,126,73,1,1
240.0,114,62,1,1
245.0,105,56,0,1
250.0,94,47,1,1
255.0,86,40,0,1
260.0,78,32,1,1
265.0,67,23,1,1
270.0,57,14,0,1
275.0,49,5,1,1
280.0,43,0,1,1
285.0,34,0,1,1
290.0,26,0,0,1
295.0,17,0,0,1
