time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,1,0,0
35.0,24,1,0,0
40.0,44,11,0,0
45.0,67,19,0,0
50.0,87,24,1,0
55.0,106,30,1,0
60.0,125,48,0,1
65.0,136,65,1,1
70.0,146,80,1,1
75.0,157,85,1,1
80.0,149,80,1,1
85.0,137,64,1,1
90.0,133,55,1,1
95.0,122,49,1,1
100.0,109,42,1,1
105.0,98,35,1,1
110.0,86,29,1,1
115.0,75,24,1,1
120.0,62,17,0,1
125.0,54,11,0,1
130.0,46,7,1,1
135.0,38,3,0,1
140.0,30,0,0,1
145.0,25,0,0,1
150.0,16,0,0,1
155.0,9,0,0,1
160.0,3,0,0,1
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,8,1,0,0
185.0,21,2,0,0
190.0,44,9,0,0
195.0,65,17,0,0
200.0,84,20,1,1
205.0,107,27,0,0
210.0,123,36,1,1
215.0,134,50,0,1
220.0,147,72,1,1
225.0,149,74,1,1
230.0,140,68,1,1
235.0,130,55,1,1
240.0,120,43,1,1
245.0,109,38,1,1
250.0,99,31,1,1
255.0,86,27,1,1
260.0,76,19,1,1
265.0,63,14,1,1
270.0,52,7,1,1
275.0,42,3,1,1
280.0,34,0,1,1
285.0,26,0,0,1
290.0,19,0,0,1
295.0,14,0,1,1
