time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,1,0,0
35.0,24,3,0,0
40.0,44,9,0,0
45.0,66,19,0,0
50.0,88,27,0,0
55.0,108,43,0,0
60.0,123,56,0,1
65.0,140,70,1,1
70.0,152,86,1,1
75.0,160,99,1,1
80.0,150,107,1,1
85.0,139,99,0,1
90.0,134,97,0,1
95.0,124,91,1,1
100.0,112,85,0,1
105.0,104,80,0,1
110.0,97,74,0,1
115.0,91,68,0,1
120.0,84,62,1,0
125.0,79,57,1,1
130.0,72,51,1,0
135.0,66,45,1,0
140.0,61,40,1,0
145.0,55,34,1,0
150.0,49,28,0,0
155.0,46,22,0,1
160.0,40,17,0,1
165.0,34,11,0,1
170.0,26,5,0,0
175.0,23,1,1,0
180.0,25,1,1,0
185.0,33,3,0,0
190.0,51,14,0,0
195.0,67,17,0,0
200.0,87,27,0,0
205.0,107,42,1,0
210.0,124,59,1,1
215.0,138,71,1,0
220.0,150,86,0,1
225.0,156,101,1,0
230.0,150,113,1,0
235.0,146,110,0,1
240.0,139,103,1,1
245.0,129,99,1,1
250.0,121,94,0,0
255.0,111,88,0,0
260.0,105,82,1,1
265.0,98,76,0,1
270.0,91,70,0,0
275.0,87,65,1,0
280.0,81,59,1,0
285.0,77,54,0,1
290.0,72,48,1,1
295.0,64,42,0,1
