time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,0,0,0
35.0,18,4,0,0
40.0,41,6,0,0
45.0,63,16,0,0
50.0,81,26,1,0
55.0,101,46,1,1
60.0,116,58,0,0
65.0,136,76,0,1
70.0,146,91,1,1
75.0,149,91,1,1
80.0,146,88,1,1
85.0,134,77,1,1
90.0,127,68,1,1
95.0,116,63,1,1
100.0,106,58,1,1
105.0,94,52,1,1
110.0,82,47,1,1
115.0,71,41,0,1
120.0,62,35,1,1
125.0,54,29,0,0
130.0,48,23,0,1
135.0,42,18,0,1
140.0,36,12,0,1
145.0,30,7,0,1
150.0,24,1,1,0
155.0,17,0,0,1
160.0,12,0,0,0
165.0,8,0,1,0
170.0,2,0,1,0
175.0,0,0,0,0
180.0,7,0,0,0
185.0,28,4,0,0
190.0,50,10,0,0
195.0,70,18,1,0
200.0,93,25,1,1
205.0,109,35,0,0
210.0,125,52,0,0
215.0,138,70,1,1
220.0,151,86,1,1
225.0,154,91,1,1
230.0,149,94,1,1
235.0,141,88,1,1
240.0,135,84,1,1
245.0,123,78,1,1
250.0,112,73,1,1
255.0,99,67,1,1
260.0,86,61,1,0
265.0,80,55,1,1
270.0,74,50,1,0
275.0,68,44,1,1
280.0,61,38,1,0
285.0,56,33,0,0
290.0,51,27,1,0
295.0,43,21,1,0
