time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,1,0,0,0
30.0,5,0,0,0
35.0,23,3,0,0
40.0,47,8,0,0
45.0,70,16,0,0
50.0,88,22,1,1
55.0,99,24,0,1
60.0,120,32,1,1
65.0,133,46,1,1
70.0,143,61,1,1
75.0,154,77,1,1
80.0,150,80,1,1
85.0,139,69,1,1
90.0,128,57,1,1
95.0,119,47,1,1
100.0,107,36,1,1
105.0,96,26,1,1
110.0,86,17,1,1
115.0,74,5,1,1
120.0,62,0,1,1
125.0,50,0,1,1
130.0,38,0,1,1
135.0,27,0,1,1
140.0,15,0,1,1
145.0,8,0,0,1
150.0,2,0,0,1
155.0,0,0,0,0
160.0,0,0,0,0
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,5,0,0,0
185.0,18,6,0,0
190.0,39,4,0,0
195.0,63,13,1,0
200.0,79,20,1,0
205.0,99,27,0,1
210.0,115,39,0,0
215.0,137,61,1,1
220.0,147,82,1,1
225.0,156,92,1,1
230.0,151,86,1,1
235.0,141,73,1,1
240.0,132,61,1,1
245.0,119,49,1,1
250.0,109,39,1,1
255.0,98,27,1,1
260.0,85,16,1,1
265.0,74,5,1,1
270.0,64,0,1,1
275.0,53,0,1,1
280.0,41,0,1,1
285.0,29,0,1,1
290.0,19,0,1,1
295.0,8,0,0,1
