time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,9,0,0,0
35.0,29,7,0,0
40.0,49,9,0,0
45.0,70,15,0,0
50.0,91,24,1,1
55.0,103,33,1,1
60.0,121,56,1,1
65.0,135,83,1,1
70.0,144,91,1,1
75.0,138,86,0,1
80.0,129,80,1,1
85.0,123,79,1,1
90.0,111,74,1,1
95.0,101,67,1,1
100.0,91,62,0,1
105.0,84,55,1,1
110.0,75,49,1,1
115.0,67,43,1,1
120.0,60,36,1,1
125.0,49,29,1,1
130.0,42,24,1,1
135.0,36,18,0,1
140.0,30,11,1,0
145.0,25,4,1,0
150.0,19,0,0,0
155.0,16,0,0,1
160.0,9,0,0,1
165.0,4,0,0,1
170.0,0,0,0,0
175.0,0,0,0,0
180.0,6,0,0,0
185.0,20,4,0,0
190.0,43,10,0,0
195.0,64,14,0,0
200.0,85,20,0,0
205.0,100,32,1,0
210.0,113,55,1,0
215.0,129,77,1,1
220.0,137,90,1,1
225.0,139,93,1,1
230.0,132,88,1,1
235.0,126,82,1,1
240.0,121,80,1,1
245.0,109,74,1,1
250.0,99,69,1,1
255.0,89,64,1,1
260.0,79,59,0,1
265.0,73,52,0,1
270.0,67,45,0,0
275.0,62,40,0,1
280.0,57,34,1,1
285.0,47,26,0,1
290.0,41,21,0,0
295.0,34,15,0,1
