time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,1,0,0
35.0,23,3,0,0
40.0,46,10,0,0
45.0,64,19,0,0
50.0,92,30,0,1
55.0,105,35,1,0
60.0,115,42,0,1
65.0,137,67,0,1
70.0,152,86,0,1
75.0,161,107,1,1
80.0,151,101,1,1
85.0,140,88,1,1
90.0,133,82,1,1
95.0,120,73,1,1
100.0,109,63,1,1
105.0,96,51,1,1
110.0,85,42,1,1
115.0,73,30,1,1
120.0,63,22,0,1
125.0,56,11,0,1
130.0,49,3,1,1
135.0,40,0,1,1
140.0,33,0,1,1
145.0,23,0,1,1
150.0,13,0,0,1
155.0,6,0,0,1
160.0,0,0,0,0
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,8,1,0,0
185.0,21,4,0,0
190.0,45,10,0,0
195.0,64,17,0,0
200.0,84,27,0,0
205.0,103,35,0,0
210.0,120,55,1,1
215.0,132,77,0,1
220.0,144,103,0,1
225.0,147,105,1,1
230.0,141,99,1,1
235.0,133,89,1,1
240.0,123,78,1,1
245.0,113,68,1,1
250.0,102,59,1,1
255.0,92,50,1,1
260.0,83,38,0,1
265.0,71,27,0,1
270.0,62,18,1,1
275.0,53,9,0,1
280.0,46,0,1,1
285.0,38,0,1,1
290.0,28,0,0,1
295.0,17,0,1,1
