time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,0,0,0
35.0,18,5,0,0
40.0,37,6,0,0
45.0,61,15,0,0
50.0,83,20,1,0
55.0,98,27,0,1
60.0,114,40,0,1
65.0,130,53,1,1
70.0,140,67,1,1
75.0,142,76,1,1
80.0,140,76,1,1
85.0,130,73,1,1
90.0,117,57,1,1
95.0,107,46,1,1
100.0,97,35,1,1
105.0,88,26,1,1
110.0,76,19,1,1
115.0,65,16,1,1
120.0,58,13,1,1
125.0,49,10,0,1
130.0,42,7,0,1
135.0,36,5,0,1
140.0,30,2,0,1
145.0,24,0,0,1
150.0,18,0,0,1
155.0,12,0,0,1
160.0,8,0,0,1
165.0,5,0,0,1
170.0,2,0,0,1
175.0,0,0,0,0
180.0,7,0,0,0
185.0,28,5,0,0
190.0,49,11,0,0
195.0,72,16,1,0
200.0,89,20,1,1
205.0,107,30,1,1
210.0,120,42,1,1
215.0,132,58,1,1
220.0,147,69,1,1
225.0,150,77,1,1
230.0,144,79,1,1
235.0,134,70,1,1
240.0,125,58,1,1
245.0,112,43,1,1
250.0,102,32,1,1
255.0,94,25,1,1
260.0,83,21,1,1
265.0,72,18,1,1
270.0,60,15,1,1
275.0,51,12,1,1
280.0,45,10,0,1
285.0,38,7,0,1
290.0,31,4,0,1
295.0,26,1,0,1
