time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,7,0,0,0
35.0,15,5,0,0
40.0,35,3,0,0
45.0,58,10,0,0
50.0,78,17,0,0
55.0,92,22,0,1
60.0,103,26,1,0
65.0,117,32,1,1
70.0,125,50,1,1
75.0,121,59,1,1
80.0,113,52,1,1
85.0,106,42,1,1
90.0,94,33,1,1
95.0,79,20,1,1
100.0,68,8,1,1
105.0,58,0,1,1
110.0,48,0,1,1
115.0,36,0,1,1
120.0,25,0,1,1
125.0,14,0,0,1
130.0,6,0,0,1
135.0,0,0,0,0
140.0,0,0,0,0
145.0,0,0,0,0
150.0,0,0,0,0
155.0,0,0,0,0
160.0,0,0,0,0
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,4,0,0,0
185.0,22,3,0,0
190.0,42,6,0,0
195.0,63,13,0,0
200.0,84,22,1,0
205.0,100,28,0,0
210.0,114,30,1,1
215.0,127,39,0,1
220.0,141,63,1,1
225.0,141,75,1,1
230.0,131,66,1,1
235.0,121,51,1,1
240.0,110,38,1,1
245.0,101,27,1,1
250.0,89,16,1,1
255.0,79,6,1,1
260.0,70,0,1,1
265.0,58,0,1,1
270.0,47,0,1,1
275.0,35,0,1,1
280.0,24,0,1,1
285.0,12,0,1,1
290.0,3,0,0,1
295.0,0,0,0,0
