time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,1,0,0,0
30.0,5,0,0,0
35.0,23,2,0,0
40.0,45,11,0,0
45.0,67,13,0,0
50.0,89,18,0,1
55.0,104,27,0,1
60.0,118,34,1,1
65.0,129,43,1,1
70.0,142,52,1,1
75.0,150,62,1,1
80.0,144,72,1,1
85.0,135,70,1,1
90.0,125,58,1,1
95.0,113,45,1,1
100.0,101,30,1,1
105.0,92,16,1,1
110.0,83,6,1,1
115.0,73,1,1,1
120.0,61,0,1,1
125.0,51,0,1,1
130.0,38,0,1,1
135.0,28,0,1,1
140.0,22,0,0,1
145.0,16,0,0,1
150.0,11,0,0,1
155.0,5,0,0,1
160.0,0,0,0,0
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,5,0,0,0
185.0,18,4,0,0
190.0,37,10,0,0
195.0,60,10,0,0
200.0,81,20,0,0
205.0,98,28,1,1
210.0,112,34,1,1
215.0,124,39,1,1
220.0,133,41,1,0
225.0,144,48,1,1
230.0,140,63,1,1
235.0,132,66,1,1
240.0,119,54,1,1
245.0,110,42,1,1
250.0,97,26,1,1
255.0,86,12,1,1
260.0,75,3,1,1
265.0,67,0,1,1
270.0,56,0,1,1
275.0,45,0,1,1
280.0,34,0,1,1
285.0,22,0,1,1
290.0,14,0,0,1
295.0,8,0,0,1
