time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,1,0,0,0
30.0,5,0,0,0
35.0,24,3,0,0
40.0,48,9,0,0
45.0,68,17,0,0
50.0,91,22,0,0
55.0,107,34,0,1
60.0,124,55,1,1
65.0,136,77,0,1
70.0,150,98,1,1
75.0,158,103,0,1
80.0,156,102,0,1
85.0,148,94,1,1
90.0,137,86,1,1
95.0,130,79,1,1
100.0,121,71,1,1
105.0,113,63,1,1
110.0,102,54,0,1
115.0,94,46,0,1
120.0,85,37,0,1
125.0,76,29,0,1
130.0,67,20,1,1
135.0,58,12,1,1
140.0,49,3,1,1
145.0,42,0,1,1
150.0,33,0,0,1
155.0,25,0,1,1
160.0,16,0,1,1
165.0,9,0,0,1
170.0,3,0,0,1
175.0,0,0,0,0
180.0,5,0,0,0
185.0,16,4,0,0
190.0,37,7,0,0
195.0,61,11,0,0
200.0,79,16,0,0
205.0,101,27,1,1
210.0,113,40,1,1
215.0,126,61,0,1
220.0,143,83,1,1
225.0,154,102,1,1
230.0,145,95,1,1
235.0,139,89,0,1
240.0,130,80,0,1
245.0,120,70,1,1
250.0,107,62,1,1
255.0,99,54,1,1
260.0,86,45,1,1
265.0,77,36,1,1
270.0,67,27,0,1
275.0,60,19,1,1
280.0,51,11,0,1
285.0,41,3,0,1
290.0,35,0,1,1
295.0,26,0,1,1
