time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,1,0,0,0
30.0,5,0,0,0
35.0,23,2,0,0
40.0,46,11,0,0
45.0,69,16,0,0
50.0,90,24,0,1
55.0,108,35,0,1
60.0,122,42,1,1
65.0,135,51,1,1
70.0,145,54,1,1
75.0,158,65,1,1
80.0,152,70,1,1
85.0,144,77,1,1
90.0,132,75,1,1
95.0,126,72,0,1
100.0,117,70,1,1
105.0,108,67,1,1
110.0,97,64,0,1
115.0,89,61,0,1
120.0,83,58,0,1
125.0,77,55,0,1
130.0,72,53,0,1
135.0,66,50,0,1
140.0,61,47,0,0
145.0,58,44,0,0
150.0,55,41,0,1
155.0,51,38,0,0
160.0,49,35,0,1
165.0,46,33,0,0
170.0,43,30,0,0
175.0,39,27,0,0
180.0,41,27,0,0
185.0,51,35,0,1
190.0,71,43,0,1
195.0,87,48,0,0
200.0,112,63,0,1
205.0,124,72,1,0
210.0,138,81,0,0
215.0,154,89,1,1
220.0,173,100,0,0
225.0,182,101,1,1
230.0,180,108,0,1
235.0,171,110,1,1
240.0,163,112,1,1
245.0,151,107,1,1
250.0,139,104,1,1
255.0,127,101,0,1
260.0,121,98,0,1
265.0,116,96,0,1
270.0,110,93,0,1
275.0,104,90,0,0
280.0,100,87,0,0
285.0,97,84,0,0
290.0,94,81,0,0
295.0,91,78,0,0
