time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,7,0,0,0
35.0,16,4,0,0
40.0,36,9,0,0
45.0,59,12,0,0
50.0,80,21,0,0
55.0,97,34,0,0
60.0,116,43,0,1
65.0,135,47,0,1
70.0,144,52,1,1
75.0,141,55,1,1
80.0,134,63,1,1
85.0,125,70,1,1
90.0,119,76,0,1
95.0,113,82,0,1
100.0,105,86,0,1
105.0,97,83,0,1
110.0,92,80,0,0
115.0,89,77,0,0
120.0,86,74,0,0
125.0,84,71,0,0
130.0,80,68,0,0
135.0,78,66,0,1
140.0,75,63,0,1
145.0,71,60,0,1
150.0,68,57,0,1
155.0,65,54,0,0
160.0,63,51,0,0
165.0,60,48,0,0
170.0,59,46,0,1
175.0,56,43,0,1
180.0,57,44,0,1
185.0,72,50,0,1
190.0,88,62,0,1
195.0,110,67,0,1
200.0,129,75,0,0
205.0,146,84,1,1
210.0,158,89,0,0
215.0,174,96,0,1
220.0,193,103,1,0
225.0,193,107,1,1
230.0,190,117,1,1
235.0,181,122,0,0
240.0,178,129,0,1
245.0,177,136,0,1
250.0,171,145,0,1
255.0,164,150,0,1
260.0,160,147,0,0
265.0,157,144,1,0
270.0,154,142,0,1
275.0,150,139,0,0
280.0,146,136,0,0
285.0,144,133,0,1
290.0,141,130,0,1
295.0,138,127,0,0
