time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,9,0,0,0
35.0,29,6,0,0
40.0,49,14,0,0
45.0,71,21,0,0
50.0,92,38,0,1
55.0,108,63,1,0
60.0,126,89,1,1
65.0,141,110,1,1
70.0,151,125,0,1
75.0,151,126,1,1
80.0,145,122,1,1
85.0,141,122,1,1
90.0,133,117,0,1
95.0,126,112,0,1
100.0,124,110,0,0
105.0,120,102,1,0
110.0,112,96,0,0
115.0,106,90,0,1
120.0,101,83,1,1
125.0,94,75,0,0
130.0,90,68,1,1
135.0,83,61,1,1
140.0,76,55,1,1
145.0,66,50,0,1
150.0,60,45,0,0
155.0,55,38,0,0
160.0,50,32,0,1
165.0,43,25,1,0
170.0,39,21,0,0
175.0,34,17,0,1
180.0,34,10,0,1
185.0,43,10,0,0
190.0,62,16,0,1
195.0,78,25,1,1
200.0,98,47,1,0
205.0,113,73,1,1
210.0,123,93,1,1
215.0,141,114,1,1
220.0,154,124,0,1
225.0,157,132,0,1
230.0,157,131,0,0
235.0,152,130,1,1
240.0,146,125,1,1
245.0,139,119,0,1
250.0,132,114,0,0
255.0,129,109,1,1
260.0,122,103,1,1
265.0,115,98,0,1
270.0,110,94,0,0
275.0,104,86,0,1
280.0,97,81,0,1
285.0,90,76,0,1
290.0,84,70,0,1
295.0,78,65,0,0
