time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,1,0,0,0
30.0,5,0,0,0
35.0,23,2,0,0
40.0,47,11,0,0
45.0,69,19,0,0
50.0,87,26,0,1
55.0,108,41,0,0
60.0,128,54,1,1
65.0,140,71,1,0
70.0,152,80,1,1
75.0,162,97,1,1
80.0,159,111,1,1
85.0,148,106,0,1
90.0,142,99,1,1
95.0,136,96,0,1
100.0,125,90,1,1
105.0,114,85,1,1
110.0,105,80,1,1
115.0,97,74,0,0
120.0,90,68,0,0
125.0,85,62,0,1
130.0,81,57,1,1
135.0,75,51,1,1
140.0,67,45,1,0
145.0,61,40,1,0
150.0,56,34,0,1
155.0,50,28,0,1
160.0,43,22,0,0
165.0,39,17,1,0
170.0,34,11,1,1
175.0,28,5,1,1
180.0,26,0,1,1
185.0,34,4,0,1
190.0,49,8,0,0
195.0,66,12,0,1
200.0,82,18,1,0
205.0,102,31,1,1
210.0,114,48,1,1
215.0,129,67,0,1
220.0,144,82,1,1
225.0,153,88,1,1
230.0,147,93,1,1
235.0,142,88,1,1
240.0,130,79,1,1
245.0,120,73,1,1
250.0,108,68,1,1
255.0,96,62,1,1
260.0,84,56,0,1
265.0,75,50,1,0
270.0,70,45,1,0
275.0,64,39,1,1
280.0,58,34,1,1
285.0,50,28,1,0
290.0,43,22,1,0
295.0,37,16,1,0
