time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,1,0,0,0
30.0,5,0,0,0
35.0,24,2,0,0
40.0,47,9,0,0
45.0,69,19,0,0
50.0,89,20,0,0
55.0,106,25,0,1
60.0,122,33,1,1
65.0,131,40,1,1
70.0,143,43,1,1
75.0,152,46,1,1
80.0,149,62,1,1
85.0,139,62,1,1
90.0,129,46,1,1
95.0,121,31,1,1
100.0,108,19,1,1
105.0,97,7,1,1
110.0,86,0,1,1
115.0,77,0,1,1
120.0,65,0,1,1
125.0,53,0,1,1
130.0,42,0,1,1
135.0,31,0,1,1
140.0,19,0,1,1
145.0,11,0,0,1
150.0,5,0,0,1
155.0,0,0,0,0
160.0,0,0,0,0
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,5,0,0,0
185.0,17,4,0,0
190.0,40,10,0,0
195.0,60,14,0,0
200.0,82,14,1,1
205.0,98,20,1,1
210.0,110,25,1,1
215.0,122,26,1,1
220.0,133,34,1,1
225.0,145,44,1,1
230.0,140,59,1,1
235.0,131,52,1,1
240.0,119,36,1,1
245.0,108,21,1,1
250.0,97,8,1,1
255.0,88,0,1,1
260.0,77,0,1,1
265.0,65,0,1,1
270.0,54,0,1,1
275.0,43,0,1,1
280.0,31,0,1,1
285.0,20,0,1,1
290.0,13,0,0,1
295.0,8,0,0,1
