time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,9,0,0,0
35.0,29,8,0,0
40.0,48,8,0,0
45.0,72,17,0,0
50.0,94,24,0,1
55.0,106,29,1,1
60.0,121,34,1,1
65.0,134,42,1,1
70.0,142,48,1,1
75.0,134,46,1,1
80.0,125,49,1,1
85.0,119,44,1,1
90.0,110,28,1,1
95.0,99,16,1,1
100.0,88,6,1,1
105.0,77,1,1,1
110.0,67,0,1,1
115.0,55,0,1,1
120.0,44,0,1,1
125.0,32,0,1,1
130.0,24,0,0,1
135.0,18,0,0,1
140.0,12,0,0,1
145.0,6,0,0,1
150.0,0,0,0,0
155.0,0,0,0,0
160.0,0,0,0,0
165.0,0,0,0,0
170.0,0,0,0,0
175.0,0,0,0,0
180.0,6,1,0,0
185.0,21,3,0,0
190.0,40,8,0,0
195.0,62,13,0,0
200.0,83,21,0,1
205.0,100,29,1,0
210.0,114,35,1,1
215.0,125,40,1,1
220.0,141,46,1,1
225.0,139,51,1,1
230.0,133,57,1,1
235.0,123,51,1,1
240.0,114,41,1,1
245.0,105,26,1,1
250.0,93,12,1,1
255.0,84,4,1,1
260.0,75,0,1,1
265.0,64,0,1,1
270.0,53,0,1,1
275.0,42,0,1,1
280.0,29,0,1,1
285.0,23,0,0,1
290.0,18,0,0,1
295.0,12,0,0,1
