scenario_id,p,config,seed,spawned,passed,avg_travel_time,p95_travel_time,n_completed,avg_gate_wait,p95_gate_wait,avg_post_gate,p95_post_gate,n_exit1,n_exit4,exit1_share,zone1_avg_density,zone1_max_density,zone2_avg_density,zone2_max_density,zone3_avg_density,zone3_max_density,zone4_avg_density,zone4_max_density
p80_cfg2_s42,0.8,2,42,417,374,55.78792613636363,109.2875,352,31.952755905511808,83.14999999999999,19.520738636363642,23.400000000000006,173,179,0.4914772727272727,0.0654,0.128,1.7922619047619046,4.035714285714286,0.06666666666666667,0.16666666666666666,0.07222222222222222,0.16666666666666666
p80_cfg2_s43,0.8,2,43,426,363,61.561549707602346,118.2975,342,36.562768817204294,90.80499999999998,19.904824561403515,23.200000000000017,170,172,0.49707602339181284,0.07274666666666668,0.136,2.113690476190476,4.464285714285714,0.10555555555555557,0.16666666666666666,0.08055555555555555,0.16666666666666666
p80_cfg2_s44,0.8,2,44,382,361,53.88827893175074,106.65999999999997,337,28.947418478260865,75.03249999999998,19.916468842729977,24.230000000000032,168,169,0.49851632047477745,0.056373333333333345,0.1176,1.4279761904761905,3.4285714285714284,0.07222222222222223,0.16666666666666666,0.08888888888888888,0.16666666666666666
p80_cfg2_s45,0.8,2,45,413,365,55.97790697674419,107.35000000000002,344,31.98629032258064,81.10249999999999,19.60944767441861,22.900000000000006,169,175,0.49127906976744184,0.06494666666666667,0.1256,1.7940476190476191,4.071428571428571,0.08611111111111111,0.16666666666666666,0.08888888888888889,0.16666666666666666
p80_cfg2_s46,0.8,2,46,434,387,57.63082191780822,116.30000000000001,365,33.36040609137056,88.14749999999997,19.51424657534247,25.000000000000007,180,185,0.4931506849315068,0.06930666666666666,0.1344,1.9375,4.178571428571429,0.07222222222222222,0.16666666666666666,0.08611111111111111,0.16666666666666666
p80_cfg3_s42,0.8,3,42,417,414,50.9268656716418,85.39000000000001,402,21.745923261390885,54.10999999999999,23.288059701492543,34.8475,157,245,0.39054726368159204,0.05593333333333333,0.1288,1.138095238095238,3.7857142857142856,0.08055555555555556,0.16666666666666666,0.1138888888888889,0.16666666666666666
p80_cfg3_s43,0.8,3,43,426,422,48.536,80.975,400,20.021830985915486,53.32499999999998,23.238375000000005,34.004999999999995,156,244,0.39,0.05513333333333333,0.1248,1.0779761904761902,3.642857142857143,0.08055555555555556,0.16666666666666666,0.1138888888888889,0.16666666666666666
p80_cfg3_s44,0.8,3,44,382,381,48.01908602150537,76.4075,372,17.24921465968586,45.735,23.610752688172045,32.47250000000001,143,229,0.3844086021505376,0.04813333333333334,0.1168,0.8488095238095238,3.25,0.0611111111111111,0.16666666666666666,0.10555555555555557,0.16666666666666666
p80_cfg3_s45,0.8,3,45,413,412,49.99487500000001,83.255,400,20.68414043583535,52.449999999999974,23.794125000000008,35.75999999999999,157,243,0.3925,0.05418666666666668,0.1184,1.067857142857143,3.607142857142857,0.08611111111111111,0.16666666666666666,0.1138888888888889,0.16666666666666666
p80_cfg3_s46,0.8,3,46,434,428,50.9,84.7875,410,22.494239631336402,56.4675,23.51756097560976,34.5775,157,253,0.3829268292682927,0.05858666666666666,0.1264,1.223809523809524,3.6785714285714284,0.07222222222222222,0.16666666666666666,0.11944444444444446,0.16666666666666666
p80_cfg4_s42,0.8,4,42,417,416,44.825,68.08749999999999,416,11.735491606714625,31.559999999999995,25.07848557692308,36.92500000000003,196,220,0.47115384615384615,0.04842666666666668,0.1208,0.6589285714285714,2.892857142857143,0.09444444444444446,0.16666666666666666,0.10555555555555557,0.16666666666666666
p80_cfg4_s43,0.8,4,43,426,424,46.49382422802851,70.55000000000001,421,13.203755868544595,34.125,25.99857482185274,40.60000000000002,200,221,0.4750593824228028,0.05140000000000001,0.1208,0.7357142857142857,3.0714285714285716,0.09722222222222224,0.16666666666666666,0.10000000000000002,0.16666666666666666
p80_cfg4_s44,0.8,4,44,382,382,42.13979057591624,64.14750000000001,382,9.726439790575913,25.587500000000006,23.74541884816755,35.25,183,199,0.4790575916230366,0.04154666666666666,0.1128,0.513095238095238,2.6785714285714284,0.08055555555555556,0.16666666666666666,0.08888888888888889,0.16666666666666666
p80_cfg4_s45,0.8,4,45,413,412,44.35885922330097,67.87250000000002,412,9.479782082324453,25.35,25.95740291262136,39.5225,193,219,0.4684466019417476,0.04730666666666667,0.1136,0.5458333333333333,2.4285714285714284,0.09166666666666669,0.16666666666666666,0.10555555555555557,0.16666666666666666
p80_cfg4_s46,0.8,4,46,434,429,46.92845433255269,70.68499999999999,427,13.945391705069122,35.76749999999999,25.974473067915696,38.45,203,224,0.47540983606557374,0.05286666666666668,0.1248,0.7892857142857143,3.2857142857142856,0.10000000000000002,0.16666666666666666,0.10833333333333335,0.16666666666666666
