time,track_id,direction,vtype,bbox_height,cx,cy,zone
07:05:33,1,Downward,Car,248,677,869,0
07:05:34,1,Downward,Car,240,414,892,0
07:05:37,1,Downward,Car,243,392,862,0
07:05:38,1,Downward,Car,237,672,885,0
07:05:43,1,Downward,Car,228,393,881,1
07:05:44,1,Downward,Car,264,656,899,0
07:05:46,1,Downward,Car,257,637,899,0
07:05:52,3,Upward,Car,158,1065,783,0
07:05:54,1,Upward,Car,154,1095,814,0
07:05:55,1,Upward,Car,174,1078,839,0
07:05:57,1,Upward,Truck_S,232,1389,823,0
07:06:02,1,Downward,Car,288,424,898,0
07:06:04,4,Downward,Car,246,420,861,1
07:06:05,6,Downward,Car,220,647,967,1
07:06:06,2,Downward,Car,297,398,876,0
07:06:06,1,Downward,Car,233,706,864,0
07:06:07,1,Downward,Car,247,401,855,0
07:06:07,4,Downward,Car,182,246,987,1
07:06:07,1,Downward,Car,219,699,854,0
07:06:09,1,Downward,Car,256,439,870,0
07:06:10,1,Downward,Car,238,705,894,0
07:06:11,4,Upward,Truck_L,686,895,728,0
07:06:11,1,Upward,Truck_L,429,1399,829,0
07:06:13,2,Downward,Truck_L,407,221,867,0
07:06:13,3,Upward,Car,689,892,727,0
07:06:14,1,Upward,Car,138,1299,830,0
07:06:15,1,Upward,Truck_L,380,1357,811,0
07:06:21,2,Downward,Car,216,691,855,0
07:06:22,1,Downward,Truck_L,429,289,858,0
07:06:28,1,Downward,Car,271,652,915,0
07:06:28,1,Downward,Truck_L,368,362,870,0
07:07:21,1,Upward,Truck_L,448,1498,848,0
07:07:42,1,Upward,Truck_S,173,1321,841,0
07:08:09,1,Upward,Car,175,1106,838,0
07:08:15,1,Downward,Car,257,683,912,0
07:08:15,1,Downward,Car,273,468,850,0
07:08:17,1,Downward,Car,217,435,859,0
07:08:18,1,Upward,Truck_S,224,1344,808,0
07:08:18,1,Downward,Truck_S,240,522,901,0
07:08:18,1,Upward,Truck_S,108,1115,593,0
07:08:19,1,Upward,Car,138,1067,801,0
07:08:21,3,Downward,Bus,287,552,931,1
07:08:21,1,Upward,Truck_S,229,1335,842,0
07:08:23,2,Downward,Car,238,676,871,0
07:08:23,3,Downward,Car,225,400,853,0
07:08:24,2,Upward,Car,183,1067,820,0
07:08:27,1,Downward,Car,238,408,892,1
07:08:28,1,Downward,Car,299,688,854,0
07:08:29,1,Downward,Car,241,382,888,0
07:08:30,1,Upward,Car,206,1350,845,0
07:08:31,2,Downward,Truck_S,227,688,859,0
07:08:31,7,Upward,Car,687,894,728,0
07:08:31,1,Upward,Car,107,1157,646,0
07:08:33,2,Downward,Car,212,454,864,0
07:08:34,1,Downward,Car,282,660,897,0
07:08:36,1,Downward,Car,257,392,910,0
07:08:39,1,Downward,Car,251,682,906,0
07:08:43,2,Downward,Car,244,688,855,0
07:08:49,1,Downward,Car,212,707,857,0
07:08:50,1,Downward,Car,274,665,918,0
07:08:54,1,Downward,Truck_L,308,434,851,0
07:09:00,1,Downward,Truck_L,354,375,880,0
07:09:00,2,Downward,Truck_S,256,252,948,1
07:09:01,2,Downward,Car,298,444,880,0
07:09:01,3,Downward,Car,216,309,969,1
07:09:01,4,Upward,Truck_L,687,894,726,0
07:09:02,1,Downward,Car,218,684,859,0
07:09:03,1,Downward,Truck_S,227,437,855,0
07:09:03,2,Downward,Truck_S,233,316,960,1
07:09:14,1,Downward,Truck_L,435,254,854,0
07:09:42,1,Upward,Truck_S,151,1306,831,0
07:10:29,1,Downward,Car,230,437,876,0
07:10:31,1,Downward,Car,306,634,914,0
07:10:35,1,Downward,Car,230,451,875,0
07:10:35,2,Upward,Truck_L,692,894,724,0
07:10:36,1,Downward,Car,218,684,856,0
07:10:38,1,Upward,Car,167,1086,832,0
07:10:42,1,Upward,Car,182,1097,848,0
07:10:42,2,Downward,Car,189,279,983,0
07:10:47,1,Downward,Car,265,398,897,0
07:10:53,1,Downward,Car,252,417,878,0
07:10:56,2,Upward,Car,142,1098,805,0
07:10:57,1,Downward,Car,210,718,853,0
07:10:58,1,Upward,Car,167,1079,824,0
07:10:58,1,Downward,Car,259,663,900,0
07:10:59,1,Downward,Car,246,405,903,0
07:11:00,1,Upward,Car,161,1094,825,0
07:11:04,1,Upward,Car,171,1344,824,0
07:11:06,3,Upward,Car,163,1060,825,0
07:11:07,1,Upward,Truck_L,409,1336,813,0
07:11:07,1,Downward,Car,246,388,902,0
07:11:10,1,Downward,Truck_S,205,461,855,0
07:11:11,2,Upward,Truck_L,687,897,728,0
07:11:11,1,Downward,Car,275,642,921,0
07:11:16,1,Downward,Car,254,416,880,0
07:11:16,3,Downward,Car,183,285,987,1
07:11:18,1,Downward,Car,228,428,875,1
07:11:18,1,Upward,Car,332,1398,813,0
07:11:19,2,Downward,Car,222,694,857,0
07:11:19,1,Upward,Truck_S,137,1106,569,0
07:11:19,2,Downward,Truck_S,220,219,966,0
07:11:20,1,Downward,Car,287,661,904,0
07:11:21,1,Downward,Car,290,675,898,0
07:11:28,1,Downward,Car,273,671,901,0
07:11:29,1,Downward,Truck_L,413,359,869,0
07:11:31,1,Downward,Car,271,678,869,0
07:11:34,1,Downward,Truck_L,421,271,857,0
07:11:38,1,Upward,Car,183,1086,824,0
07:11:41,1,Downward,Truck_L,439,237,852,0
07:12:55,1,Downward,Car,245,649,899,0
07:12:57,1,Downward,Car,250,431,908,0
07:12:58,1,Downward,Car,221,710,861,0
07:13:04,1,Downward,Car,247,417,866,0
07:13:07,1,Downward,Bus,249,676,855,0
07:13:09,1,Downward,Car,224,439,873,0
07:13:09,1,Downward,Car,266,678,883,0
07:13:10,1,Downward,Car,281,667,905,0
07:13:11,2,Upward,Car,147,1074,817,0
07:13:11,1,Upward,Car,143,1267,820,0
07:13:12,1,Downward,Car,283,670,918,0
07:13:14,1,Downward,Car,260,407,915,0
07:13:15,1,Downward,Car,227,656,870,0
07:13:20,2,Upward,Car,161,1061,814,0
07:13:22,1,Upward,Car,151,1303,837,0
07:13:23,1,Upward,Car,134,1253,761,0
07:13:26,1,Upward,Car,214,1345,821,0
07:13:28,1,Upward,Car,187,1112,844,0
07:13:28,2,Downward,Car,235,394,882,1
07:13:31,1,Downward,Truck_S,243,435,863,1
07:13:33,2,Downward,Car,255,638,903,0
07:13:33,3,Upward,Truck_L,459,1373,838,0
07:13:34,1,Downward,Truck_S,234,679,874,0
07:13:38,4,Upward,Truck_L,696,894,723,0
07:13:38,1,Downward,Car,262,643,896,0
07:13:39,1,Upward,Truck_S,185,1128,579,0
07:13:41,1,Downward,Car,262,633,856,0
07:13:45,1,Downward,Car,220,531,856,0
07:13:46,1,Downward,Car,232,707,877,0
07:13:47,1,Downward,Truck_L,426,341,861,0
07:13:50,2,Downward,Truck_L,424,246,857,1
07:13:52,1,Downward,Truck_S,245,718,880,0
07:13:53,1,Downward,Truck_L,421,380,856,0
07:13:55,1,Downward,Car,239,679,853,0
07:13:56,1,Downward,Car,212,460,852,0
07:14:02,1,Downward,Car,224,438,861,0
07:14:03,3,Downward,Truck_L,293,682,895,1
07:14:04,2,Downward,Car,229,435,860,0
07:14:04,1,Downward,Truck_S,208,288,972,0
07:14:05,1,Downward,Car,233,684,878,0
07:14:05,2,Downward,Car,193,310,981,0
07:14:06,1,Downward,Car,255,705,906,0
07:14:39,1,Upward,Car,155,1099,798,0
07:14:55,1,Upward,Car,320,1350,820,0
07:15:30,1,Downward,Car,283,640,908,0
07:15:35,1,Downward,Car,222,658,861,0
07:15:37,2,Downward,Car,214,444,852,0
07:15:37,1,Downward,Car,223,690,869,0
07:15:40,1,Downward,Car,247,411,870,0
07:15:42,1,Upward,Car,157,1075,795,0
07:15:45,1,Upward,Car,154,1078,804,0
07:15:45,1,Downward,Truck_S,246,648,877,0
07:15:47,1,Downward,Car,230,690,868,0
07:15:48,1,Upward,Car,178,1066,842,0
07:15:51,1,Downward,Truck_S,257,363,910,0
07:15:54,1,Upward,Car,175,1086,830,0
07:16:03,1,Upward,Car,333,1387,825,0
07:16:03,2,Upward,Truck_S,178,1179,637,0
07:16:04,1,Downward,Truck_S,254,661,904,0
07:16:04,2,Upward,Truck_S,104,974,562,0
07:16:04,4,Downward,Truck_S,258,380,904,0
07:16:05,2,Downward,Car,235,683,879,0
07:16:05,1,Upward,Car,118,1092,752,0
07:16:07,1,Upward,Truck_S,224,1354,841,0
07:16:09,1,Upward,Truck_S,230,1337,849,0
07:16:10,1,Upward,Car,147,1065,814,0
07:16:10,6,Downward,Car,272,650,894,1
07:16:11,1,Downward,Car,245,410,896,0
07:16:12,1,Downward,Car,275,666,868,0
07:16:14,3,Upward,Car,116,995,628,0
07:16:15,1,Downward,Car,321,676,915,0
07:16:15,4,Downward,Truck_L,305,309,925,1
07:16:16,1,Upward,Car,168,1081,813,0
07:16:17,1,Downward,Car,209,678,876,0
07:16:17,1,Downward,Car,239,387,874,0
07:16:18,1,Downward,Car,243,656,890,0
07:16:23,1,Upward,Car,170,1322,826,0
07:16:26,1,Downward,Car,294,626,882,0
07:16:28,1,Downward,Car,251,418,904,0
07:16:30,1,Downward,Car,287,655,887,0
07:16:32,3,Downward,Truck_L,418,238,862,0
07:16:32,1,Downward,Truck_S,215,685,859,0
07:16:35,1,Downward,Car,208,404,878,0
07:16:38,4,Downward,Bus,422,480,857,1
07:16:39,4,Upward,Truck_L,670,896,736,0
07:16:39,1,Downward,Truck_S,269,677,866,0
07:16:39,2,Downward,Car,247,395,899,0
07:16:41,1,Downward,Car,282,396,893,0
07:16:58,1,Upward,Car,173,1123,839,0
07:17:10,1,Downward,Car,265,516,942,0
07:17:17,1,Downward,Car,437,281,855,0
07:17:50,1,Downward,Car,316,647,890,0
07:17:55,4,Upward,Car,684,892,728,0
07:17:55,1,Upward,Truck_S,227,1371,846,0
07:17:55,1,Downward,Truck_S,283,364,925,0
07:17:57,1,Downward,Truck_S,253,700,896,0
07:18:00,1,Downward,Car,236,508,868,0
07:18:03,1,Downward,Car,242,430,863,0
07:18:05,1,Downward,Car,239,651,879,0
07:18:07,1,Upward,Car,186,1078,830,0
07:18:13,1,Downward,Car,291,651,918,0
07:18:17,1,Downward,Car,216,685,862,0
07:18:19,2,Downward,Car,270,413,874,0
07:18:20,3,Upward,Truck_L,454,1168,845,0
07:18:21,1,Downward,Car,244,407,893,0
07:18:24,1,Upward,Truck_S,155,1287,805,0
07:18:27,1,Upward,Truck_S,161,1303,832,0
07:18:28,1,Downward,Car,301,382,888,0
07:18:28,5,Downward,Car,182,232,986,1
07:18:28,1,Downward,Car,236,674,881,0
07:18:29,1,Downward,Car,254,411,870,0
07:18:29,2,Downward,Car,228,701,870,0
07:18:30,4,Downward,Car,184,271,985,1
07:18:30,1,Downward,Car,283,673,913,0
07:18:31,3,Upward,Truck_L,678,899,732,0
07:18:31,1,Downward,Car,221,697,855,0
07:18:36,2,Upward,Car,191,1071,796,0
07:18:36,4,Upward,Truck_L,683,895,728,0
07:18:37,3,Downward,Truck_L,422,240,858,1
07:18:37,1,Upward,Truck_L,294,1348,811,0
07:18:43,5,Downward,Truck_L,406,340,865,0
07:18:44,1,Downward,Car,272,398,884,0
07:18:45,1,Downward,Car,228,689,892,0
07:18:46,1,Downward,Car,246,674,863,0
07:18:47,1,Downward,Car,255,409,874,0
07:18:48,1,Downward,Car,250,656,900,0
07:18:49,3,Downward,Car,268,371,879,1
07:18:49,4,Downward,Truck_S,193,232,981,1
07:18:51,1,Downward,Car,238,689,880,0
07:18:51,1,Downward,Car,217,411,864,0
07:18:53,1,Downward,Car,228,422,875,0
07:18:53,2,Downward,Car,281,640,883,0
07:18:59,1,Downward,Car,239,423,890,0
07:18:59,2,Downward,Car,216,702,850,0
07:18:59,1,Downward,Car,227,680,870,0
07:19:02,1,Downward,Car,290,402,892,0
07:19:06,1,Downward,Car,222,452,866,0
07:19:09,1,Downward,Car,213,458,850,0
07:19:25,2,Downward,Truck_L,336,217,907,1
07:19:25,1,Downward,Truck_L,435,449,852,1
07:19:29,1,Downward,Truck_L,450,365,850,0
07:20:30,1,Downward,Car,263,430,852,0
07:20:33,1,Downward,Car,277,361,914,0
07:20:34,1,Downward,Car,306,686,852,0
07:20:35,1,Downward,Car,269,405,918,0
07:20:37,1,Downward,Car,292,669,900,0
07:20:42,1,Upward,Car,141,1058,793,0
07:20:43,1,Upward,Car,145,1274,807,0
07:20:48,1,Upward,Car,187,1091,835,0
07:20:50,2,Upward,Car,168,1109,838,0
07:20:51,1,Downward,Car,236,416,886,0
07:20:51,2,Upward,Truck_S,195,1113,837,0
07:20:53,1,Upward,Car,165,1298,826,0
07:20:57,1,Downward,Car,255,678,909,0
07:20:58,1,Downward,Truck_L,423,318,862,0
07:20:58,2,Downward,Car,294,674,917,0
07:21:00,1,Downward,Car,260,647,908,0
07:21:06,1,Upward,Car,460,1512,842,0
07:21:07,2,Downward,Car,226,688,862,0
07:21:07,1,Downward,Car,233,431,865,0
07:21:08,1,Downward,Car,244,706,915,0
07:21:10,1,Downward,Car,260,677,895,0
07:21:12,1,Downward,Truck_S,279,398,874,0
07:21:12,3,Downward,Truck_S,192,250,981,0
07:21:13,1,Downward,Car,251,669,886,0
07:21:14,2,Downward,Car,266,654,879,1
07:21:16,1,Downward,Car,218,679,859,0
07:21:19,1,Downward,Car,205,693,855,0
07:21:20,1,Downward,Car,252,662,897,0
07:21:21,1,Downward,Car,209,436,883,0
07:21:22,1,Downward,Car,238,692,880,0
07:21:23,2,Downward,Car,230,426,860,0
07:21:23,2,Downward,Car,196,292,979,0
07:21:23,1,Downward,Car,271,699,885,0
07:21:24,3,Upward,Truck_L,693,893,725,0
07:21:24,1,Downward,Car,203,641,862,0
07:21:36,1,Downward,Car,235,675,902,0
07:21:37,1,Downward,Car,267,572,912,0
07:21:38,1,Downward,Truck_L,397,344,875,0
07:21:39,1,Downward,Car,274,687,868,0
07:21:40,2,Downward,Car,265,393,891,0
07:21:40,1,Downward,Car,218,700,851,0
07:21:43,1,Downward,Car,219,675,857,0
07:21:44,1,Downward,Car,219,683,855,0
07:21:47,2,Downward,Truck_S,222,405,874,0
07:21:48,2,Upward,Truck_S,139,1082,793,0
07:21:48,1,Downward,Truck_L,437,375,855,0
07:22:40,1,Upward,Car,173,1301,845,0
07:23:05,2,Downward,Truck_S,281,429,875,0
07:23:07,1,Downward,Car,284,664,871,0
07:23:07,1,Downward,Car,249,383,895,0
07:23:12,1,Downward,Car,237,430,874,0
07:23:13,1,Downward,Car,212,427,883,0
07:23:16,1,Upward,Car,185,1080,844,0
07:23:17,1,Upward,Car,147,1086,808,0
07:23:19,1,Upward,Car,233,1336,824,0
07:23:21,2,Upward,Car,146,1085,839,0
07:23:22,1,Upward,Car,284,1329,808,0
07:23:22,3,Upward,Car,168,1064,816,0
07:23:23,2,Upward,Car,162,1112,812,0
07:23:31,1,Upward,Truck_S,214,1347,848,0
07:23:33,1,Downward,Car,360,656,880,0
07:23:34,1,Downward,Car,244,389,887,0
07:23:34,1,Upward,Car,411,1357,824,0
07:23:34,2,Downward,Car,256,612,906,0
07:23:36,1,Downward,Car,248,662,895,0
07:23:38,1,Upward,Car,154,1056,800,0
07:23:41,1,Downward,Car,250,685,854,0
07:23:42,1,Downward,Car,214,427,867,0
07:23:43,1,Downward,Car,274,692,899,0
07:23:43,2,Downward,Truck_S,266,404,870,1
07:23:45,1,Downward,Car,233,664,851,0
07:23:49,1,Downward,Car,226,677,872,0
07:23:49,1,Downward,Car,220,418,864,0
07:23:50,1,Downward,Car,257,640,912,0
07:23:51,1,Downward,Car,248,407,895,0
07:23:52,1,Downward,Car,254,700,859,0
07:23:56,1,Downward,Car,200,699,856,0
07:24:01,1,Downward,Truck_L,433,301,854,0
07:24:03,1,Downward,Car,248,666,892,0
07:24:10,2,Downward,Car,233,660,890,1
07:24:21,1,Downward,Car,242,377,883,0
07:24:46,2,Downward,Car,245,433,865,1
07:24:47,1,Downward,Car,271,686,901,0
07:24:49,1,Downward,Car,241,686,888,0
07:24:51,1,Downward,Car,221,439,869,0
07:25:05,1,Upward,Car,236,1329,823,0
07:25:38,1,Downward,Truck_S,279,678,897,0
07:25:38,3,Downward,Car,277,475,868,1
07:25:40,1,Downward,Car,235,655,884,0
07:25:42,1,Downward,Car,252,664,857,0
07:25:43,1,Downward,Car,247,421,855,0
07:25:47,1,Downward,Car,223,701,851,0
07:25:48,1,Downward,Car,301,630,891,0
07:25:51,1,Upward,Car,222,1347,835,0
07:25:51,1,Upward,Truck_S,121,1157,646,0
07:25:52,1,Downward,Car,226,456,869,0
07:25:55,1,Downward,Car,300,655,924,0
07:25:55,1,Downward,Bus,419,353,866,0
07:25:57,2,Upward,Car,154,1077,825,0
07:25:57,1,Downward,Car,223,677,854,0
07:25:59,1,Upward,Truck_S,237,1108,834,0
07:26:01,1,Downward,Truck_L,338,399,863,0
07:26:01,3,Downward,Truck_S,209,215,972,1
07:26:03,1,Upward,Car,179,1099,838,0
07:26:04,1,Upward,Car,203,1327,840,0
07:26:04,5,Upward,Truck_S,132,1192,696,0
07:26:04,1,Downward,Car,221,667,867,0
07:26:07,1,Upward,Car,162,1094,830,0
07:26:08,1,Upward,Truck_S,241,1109,835,0
07:26:09,1,Downward,Car,276,399,899,0
07:26:13,1,Downward,Car,249,398,891,0
07:26:16,1,Upward,Truck_L,395,1378,820,0
07:26:17,3,Upward,Truck_S,143,1096,564,0
07:26:17,3,Downward,Car,229,688,869,0
07:26:18,1,Downward,Truck_L,446,347,852,0
07:26:19,1,Downward,Car,226,682,859,0
07:26:20,2,Upward,Truck_L,397,1404,844,0
07:26:20,4,Downward,Truck_L,436,342,858,0
07:26:21,1,Downward,Truck_S,232,687,864,0
07:26:22,1,Downward,Car,202,437,861,0
07:26:22,1,Downward,Car,252,684,870,0
07:26:23,1,Downward,Car,233,421,885,0
07:26:24,2,Downward,Car,233,393,856,1
07:26:24,5,Downward,Car,200,683,856,1
07:26:26,1,Downward,Car,255,700,901,0
07:26:26,2,Downward,Car,248,392,877,0
07:26:28,1,Downward,Car,277,665,897,0
07:26:29,2,Downward,Truck_S,251,396,893,1
07:26:29,2,Downward,Truck_S,66,218,1046,0
07:26:30,2,Downward,Truck_S,257,605,946,1
07:26:31,1,Downward,Car,233,647,856,0
07:26:32,1,Downward,Car,230,651,871,0
07:26:34,1,Downward,Car,218,436,855,0
07:26:35,1,Downward,Car,267,664,855,0
07:26:39,3,Downward,Car,291,406,897,1
07:26:41,1,Downward,Car,269,671,864,0
07:26:41,2,Downward,Car,210,383,883,0
07:26:42,2,Downward,Car,237,448,876,1
07:26:43,3,Downward,Car,216,440,855,1
07:26:44,2,Downward,Car,97,254,1029,0
07:26:45,1,Downward,Car,281,413,859,0
07:26:45,2,Downward,Car,215,261,969,1
07:26:45,3,Downward,Car,269,670,903,0
07:26:46,1,Downward,Car,222,451,864,0
07:26:50,1,Downward,Car,238,697,886,0
07:27:00,1,Downward,Truck_L,450,364,850,0
07:27:07,1,Downward,Truck_S,227,682,878,0
07:28:03,1,Downward,Car,235,408,886,0
07:28:07,1,Downward,Car,225,683,864,0
07:28:08,1,Downward,Truck_L,430,313,859,0
07:28:11,1,Downward,Car,225,704,861,0
07:28:11,2,Downward,Car,214,441,853,0
07:28:13,1,Downward,Car,246,653,887,0
07:28:17,1,Downward,Car,320,652,916,0
07:28:17,2,Downward,Car,250,414,860,0
07:28:18,2,Downward,Car,276,687,880,0
07:28:18,1,Upward,Car,127,1232,763,0
07:28:20,1,Downward,Car,236,682,875,0
07:28:21,2,Downward,Car,241,398,900,1
07:28:21,2,Upward,Car,164,1324,845,0
07:28:22,1,Downward,Car,244,686,904,0
07:28:22,1,Upward,Car,102,1176,686,0
07:28:23,2,Downward,Car,242,233,954,1
07:28:24,2,Upward,Car,178,1081,835,0
07:28:26,1,Downward,Car,257,406,890,0
07:28:27,1,Upward,Car,148,1072,809,0
07:28:29,3,Upward,Car,190,1319,828,0
07:28:30,1,Downward,Car,250,595,903,0
07:28:30,1,Upward,Car,162,1076,838,0
07:28:32,2,Downward,Car,205,395,885,1
07:28:32,1,Downward,Car,207,686,853,0
07:28:34,1,Downward,Car,258,680,861,0
07:28:36,2,Upward,Car,173,1322,847,0
07:28:36,1,Downward,Truck_L,387,394,880,0
07:28:37,1,Downward,Car,227,692,896,0
07:28:38,2,Upward,Car,167,1323,842,0
07:28:39,1,Downward,Car,229,425,880,0
07:28:40,1,Downward,Car,304,392,898,0
07:28:40,1,Downward,Car,183,252,986,1
07:28:42,1,Downward,Car,223,426,883,0
07:28:43,1,Downward,Car,309,654,906,0
07:28:45,3,Upward,Truck_S,215,1098,845,0
07:28:45,4,Upward,Truck_L,686,896,727,0
07:28:46,1,Downward,Car,239,691,885,0
07:28:50,1,Upward,Car,181,1075,834,0
07:28:54,1,Downward,Car,251,664,856,0
07:28:55,1,Downward,Car,250,410,904,0
07:28:55,2,Downward,Car,223,660,888,0
07:28:56,3,Upward,Truck_S,282,1233,677,0
07:28:57,1,Downward,Car,249,442,868,0
07:28:57,2,Downward,Car,217,698,853,1
07:28:58,1,Downward,Car,237,686,880,0
07:29:01,1,Downward,Car,241,676,851,0
07:29:03,1,Downward,Car,228,410,873,1
07:29:05,1,Downward,Car,233,681,860,0
07:29:05,1,Downward,Car,254,418,876,0
07:29:10,1,Upward,Car,177,1109,841,0
07:29:13,2,Downward,Car,296,351,888,0
07:29:13,2,Downward,Car,211,221,971,1
07:29:15,1,Downward,Car,223,444,864,0
07:29:30,1,Downward,Truck_L,443,350,854,0
07:29:47,1,Downward,Car,251,407,856,0
07:29:57,2,Downward,Truck_L,368,367,868,0
07:30:34,1,Downward,Car,291,662,858,0
07:30:44,1,Downward,Car,218,660,864,0
07:30:45,1,Upward,Car,158,1076,828,0
07:30:48,1,Downward,Car,318,388,872,0
07:30:48,2,Downward,Car,239,251,955,1
07:30:51,1,Upward,Truck_S,223,1307,807,0
07:30:55,1,Upward,Car,153,1310,811,0
07:30:56,2,Downward,Car,211,682,882,1
07:30:57,2,Upward,Car,457,1386,845,0
07:30:58,4,Downward,Truck_L,421,240,859,1
07:30:59,1,Downward,Truck_S,236,702,875,0
07:31:00,1,Downward,Car,261,630,886,0
07:31:01,1,Downward,Truck_S,225,680,890,0
07:31:02,1,Downward,Car,247,399,855,0
07:31:04,1,Upward,Car,449,1412,839,0
07:31:07,1,Downward,Truck_L,300,397,901,0
07:31:07,2,Downward,Truck_S,182,265,985,1
07:31:09,1,Downward,Car,227,676,896,0
07:31:09,1,Downward,Car,217,442,853,0
07:31:10,1,Downward,Car,238,655,893,0
07:31:12,1,Downward,Car,263,667,876,0
07:31:12,1,Downward,Car,222,688,858,0
07:31:14,1,Downward,Car,225,686,900,0
07:31:16,1,Downward,Car,287,660,895,0
07:31:17,1,Downward,Car,229,452,877,0
07:31:19,1,Upward,Car,221,1365,836,0
07:31:19,2,Downward,Car,216,644,855,0
07:31:24,1,Downward,Car,257,674,897,0
07:31:25,1,Downward,Car,266,393,887,0
07:31:26,1,Downward,Car,266,676,904,1
07:31:28,1,Downward,Car,287,622,885,0
07:31:29,1,Downward,Truck_S,242,388,885,0
07:31:36,1,Downward,Car,272,668,898,0
07:31:39,1,Downward,Truck_L,430,367,858,0
07:31:39,3,Downward,Truck_L,303,237,924,1
07:31:43,1,Downward,Car,405,376,873,0
07:31:43,1,Downward,Car,228,682,870,0
07:31:43,3,Upward,Truck_L,690,892,726,0
07:31:45,1,Downward,Truck_L,400,390,854,0
07:32:08,1,Upward,Car,185,1313,848,0
07:32:59,1,Downward,Car,258,429,888,0
07:33:05,1,Downward,Car,273,602,933,0
07:33:08,2,Downward,Car,234,417,881,0
07:33:09,1,Downward,Car,246,674,910,0
07:33:09,2,Upward,Truck_L,693,898,728,0
07:33:09,1,Downward,Car,244,654,891,0
07:33:10,1,Upward,Car,133,1062,790,0
07:33:11,1,Upward,Car,158,1292,825,0
07:33:12,2,Upward,Car,158,1085,849,0
07:33:12,4,Upward,Truck_L,685,891,728,0
07:33:13,1,Upward,Car,154,1296,807,0
07:33:15,1,Upward,Car,156,1284,815,0
07:33:17,1,Upward,Car,188,1300,842,0
07:33:22,1,Upward,Truck_S,230,1349,847,0
07:33:23,1,Downward,Truck_S,279,433,913,0
07:33:23,2,Downward,Car,257,670,859,0
07:33:24,1,Downward,Truck_L,378,354,885,0
07:33:26,1,Downward,Car,233,685,863,0
07:33:27,4,Downward,Truck_S,211,414,858,1
07:33:27,1,Upward,Truck_L,370,1351,815,0
07:33:28,1,Upward,Truck_S,232,1205,676,0
07:33:30,1,Downward,Car,286,618,885,0
07:33:34,2,Downward,Car,263,680,927,0
07:33:34,2,Upward,Truck_L,452,1348,760,0
07:33:40,1,Downward,Car,250,676,880,0
07:33:41,1,Downward,Car,266,652,884,0
07:33:42,2,Downward,Car,270,404,881,1
07:33:42,1,Upward,Car,195,1126,845,0
07:33:44,1,Downward,Car,276,681,890,0
07:33:46,1,Downward,Car,237,664,921,0
07:33:47,1,Downward,Car,281,410,883,0
