time,track_id,direction,vtype,bbox_height,cx,cy,zone
11:41:30,1,Downward,Car,195,426,872,0
11:41:49,1,Upward,Car,130,1192,842,0
11:42:04,1,Upward,Car,206,1255,845,0
11:42:07,3,Upward,Truck_S,119,1218,824,0
11:42:29,1,Downward,Car,213,413,886,0
11:42:38,1,Downward,Car,199,432,863,0
11:42:49,1,Downward,Car,210,422,896,0
11:42:53,1,Downward,Car,211,411,865,0
11:42:59,1,Downward,Car,237,612,927,0
11:43:00,1,Upward,Car,148,1003,843,0
11:43:05,1,Downward,Car,209,401,890,0
11:43:06,1,Downward,Car,222,637,912,0
11:43:07,1,Upward,Car,133,1179,810,0
11:43:08,1,Downward,Car,202,434,881,0
11:43:09,1,Downward,Car,194,658,863,0
11:43:12,1,Downward,Car,248,627,855,0
11:43:14,1,Downward,Car,197,683,866,0
11:43:14,2,Upward,Car,136,1226,846,0
11:43:15,3,Upward,Truck_S,156,986,765,1
11:43:15,1,Downward,Car,195,638,865,0
